"","W","H","D","T","D/W","W*H","W*D","W*T","H*D","H*T","D*T","W*H*D","W*H*T","W*D*T","H*D*T","W*H*D*T"
"All",0.356867424364321,0.0842671969885969,0.237824139243019,0.170103425782131,0.0660661900410634,0.398191817803878,0.410327664024776,0.44132576603895,0.362871211711538,0.204949880728341,0.306324324096118,0.410246617064143,0.458688235474947,0.466187733390998,0.415753878372027,0.460506854930353
"242",0.652913923803925,0.40621203198437,0.534835891714062,0.08657154537786,0.116600356053162,0.799725165467513,0.808972228244306,0.674125684409705,0.687240407420151,0.495018574060923,0.652710241427154,0.854713295988405,0.833084381053729,0.847885165582409,0.801331781360588,0.862583590154203
"246",0.314485476338115,0.211738869844594,0.420108762934315,-0.0321995583495485,0.000827055024681056,0.480910649567382,0.51125439250731,0.33840180078812,0.467665043225716,0.203982370529687,0.426959942069722,0.583721227320087,0.488579433431117,0.525543224932328,0.453848508413173,0.567271676665383
"319",0.1764763191963,-0.00355570612932055,0.0445227164128115,-0.00390916200115332,-0.00560878607529158,0.120618095685751,0.119122169763179,0.12931957460489,0.0408103597623812,-0.0550327237316282,-0.01075092376814,0.0135741203780148,-0.0227934340370388,-0.0331309997964651,-0.0464337407314734,-0.142418401491798
"325",0.440492076382499,0.188872817803032,0.454418791872107,0.118849081917887,0.0926647467605421,0.498612182881092,0.512216951157844,0.548952804137954,0.491286496513907,0.213849210317249,0.488456437882849,0.512272792106243,0.508841392351204,0.535222025809252,0.513443571997357,0.278911565784949
"326",0.144544811562754,0.136198756055419,0.175068876010156,0.114216784466276,-0.0288510064234513,0.116167758218965,0.119748614950902,0.162827667609116,0.117602937169998,0.170910916689539,0.206266611113195,0.0433114374733721,0.0570456975881856,0.0713072860615552,0.0923545971829005,-0.166437180180131
"390",0.177677434305592,0.160745557597294,0.182847378497864,0.133220906418002,-0.0162144759864582,0.172401005210536,0.168398812956297,0.291712068252861,0.123164989854097,0.225164954851281,0.24355575950127,0.188346961724747,0.230552358017393,0.215116056146497,0.134025606411098,0.120591169725675
"572",0.103198073501895,0.161373956001613,0.290855376498386,0.0370845375156865,0.0445015956569627,0.120213900856815,0.242430590175738,0.172493476719079,0.306972542444376,0.203070948910102,0.369957974982771,0.257255459177275,0.345831604002423,0.450240720251378,0.366192117562649,0.233751515089186
"580",0.152597199851341,-0.00942229483810464,-0.0309617936579973,0.144555161896265,0.0331109318780172,0.133828526469524,0.0898490890321245,0.257849617426448,-0.0573448494955096,0.132532441197502,0.159390445176414,0.0367685406576665,0.222181553254115,0.206352443443894,0.136702001040831,-0.00857105443518802
"582",-0.00260384408074632,-0.0319188036812021,0.000992620127314381,0.00682074014470768,-0.0270829521346925,-0.072086741250968,-0.0585939434167031,0.0111754139760238,-0.0311408335538321,-0.0627581915620534,-0.0371982658158765,-0.0746519693916032,-0.0886311857377819,-0.0956552791538963,-0.0943214530154191,-0.404711659613999
"584",0.0754329394365379,-0.0623740454120698,-0.0464215675242423,-0.0251601111919313,0.12968081379321,0.15578405775568,0.122195705316232,-0.00529320647863374,-0.0266200209343004,-0.1665366256871,-0.143612024859908,0.706112064225454,-0.01537655976749,-0.056346365136033,-0.185256204855529,0.587775376632869
"585",0.147293223731568,0.0859799779292006,0.102475924331384,0.242796289716503,-0.0340418656230566,0.0937104867586707,0.0983276583058451,0.266312666690423,0.0813177932253363,0.202077777805656,0.182119662798852,0.459515142950652,0.190258252049107,0.147002939403958,0.347753339688217,0.461549214682413
"839",0.303345546971467,0.0774991433593289,0.540889480297379,0.0178145685691532,-0.0399999561231947,0.329374136688664,0.511854199788761,0.29362554630798,0.570029900270251,0.136600948697529,0.548666879572895,0.492655976479452,0.368220079934303,0.593734945967617,0.512664605537675,0.660835615701009
"845",0.144992135117042,0.171642760678786,0.201157443591669,0.106249969959026,-0.0136228728102135,0.12493693196319,0.142820975470115,0.23241093020434,0.148901729267787,0.246267237194251,0.266541291493602,0.0616971206147969,0.165318785845927,0.175180892045595,0.187064336157678,0.3124045162046
"854",0.299532882563286,-0.0257216338127511,0.0581724261814887,0.0446443892883306,0.187681148030586,0.340817629833812,0.302461382856296,0.32782827542259,0.250635326289412,0.112610447630979,0.233034493191489,0.285949837792293,0.292162830216934,0.320323335472693,0.311757140436315,0.121934897571609
