,completeID,fresh_weight,width,height,diameter,thickness,accession,species,H_div_W,FW_div_W,FW_div_D,FW_div_H,FW_div_T,D_div_W,Theo_Area,PartRatio,Pade_Peri,Pade_Derived_Diam,Area,dry_proportion,water_proportion,dry_weight,water_weight
92,PARL 319-4-4,729.7,14.1,38.6,78,23.6,PARL 319,O. cochinillifera,2.737588652,51.75177305,9.355128205,18.90414508,30.91949153,5.531914894,427.4608044,0.216127952,174.6353129,55.58814658,393.432,0.065896103,0.934103897,48.08438636,681.6156136
93,PARL 319-4-5,495.2,11,35.1,80,21.1,PARL 319,O. cochinillifera,3.190909091,45.01818182,6.19,14.10826211,23.46919431,7.272727273,303.2422309,0.273295345,154.9040001,49.30747465,297.914,0.171758919,0.828241081,85.05501669,410.1449833
94,PARL 319-4-6,974.7,12.2,50.2,106.6,21.3,PARL 319,O. cochinillifera,4.114754098,79.89344262,9.143527205,19.41633466,45.76056338,8.737704918,481.0092512,0.37084977,214.674608,68.33305003,468.784,0.062027164,0.937972836,60.45787675,914.2421232
95,PARL 319-4-7,1139.2,18.6,41.4,101.1,23.1,PARL 319,O. cochinillifera,2.225806452,61.24731183,11.26805143,27.51690821,49.31601732,5.435483871,604.7880017,0.1444,195.3639612,62.18628027,609.833,0.181907451,0.818092549,207.2289682,931.9710318
96,PARL 319-4-8,1410.1,16.2,61.3,123.6,20.7,PARL 319,O. cochinillifera,3.783950617,87.04320988,11.40857605,23.00326264,68.12077295,7.62962963,779.9475001,0.338648907,264.5630725,84.21304149,689.465,0.07022798,0.92977202,99.0284746,1311.071525
97,PARL 325-1-1,513.6,17.8,28.4,66.4,16,PARL 325,O. crassa,1.595505618,28.85393258,7.734939759,18.08450704,32.1,3.730337079,397.0344796,0.052641442,147.0580644,46.81003574,460.352,0.052707259,0.947292741,27.07044822,486.5295518
98,PARL 325-1-2,1813.7,23.9,48.7,113.3,25,PARL 325,O. crassa,2.037656904,75.88702929,16.00794351,37.24229979,72.548,4.740585774,914.1484843,0.116689054,234.7832089,74.7338165,821.59,0.081031058,0.918968942,146.9660299,1666.73397
99,PARL 325-1-3,1211.5,18.2,45.2,100.3,18,PARL 325,O. crassa,2.483516484,66.56593407,12.07876371,26.80309735,67.30555556,5.510989011,646.0999451,0.181363134,208.3150425,66.30873746,589.758,0.05599393,0.94400607,67.8366462,1143.663354
100,PARL 325-1-4,1390,24.3,35.6,92.8,22,PARL 325,O. crassa,1.465020576,57.20164609,14.97844828,39.04494382,63.18181818,3.818930041,679.4322432,0.035587972,189.8594059,60.43412589,691.811,0.061407545,0.938592455,85.35648755,1304.643512
101,PARL 325-1-5,1284.8,22.1,42.7,103.6,20,PARL 325,O. crassa,1.932126697,58.13574661,12.4015444,30.08899297,64.24,4.687782805,741.1566849,0.101061195,208.7519217,66.44780043,740.908,NA,NA,NA,NA
102,PARL 325-1-6,1781.3,26.4,44.9,108.6,29,PARL 325,O. crassa,1.700757576,67.47348485,16.40239411,39.67260579,61.42413793,4.113636364,930.979567,0.067323145,227.7817122,72.50517089,879.41,0.068013299,0.931986701,121.1520895,1660.14791
103,PARL 325-1-7,1251.5,23.2,37.1,92.1,22,PARL 325,O. crassa,1.599137931,53.94396552,13.58849077,33.73315364,56.88636364,3.969827586,676.0079072,0.053136749,191.9630374,61.10373258,665.612,0.053303331,0.946696669,66.70911875,1184.790881
104,PARL 325-1-8,1670.5,21.2,46.8,105.8,28,PARL 325,O. crassa,2.20754717,78.79716981,15.78922495,35.69444444,59.66071429,4.990566038,779.2406418,0.141730104,221.2672044,70.43153866,794.164,0.066295069,0.933704931,110.7459128,1559.754087
105,PARL 325-2-1,1926.8,29.2,43.6,113.2,19.5,PARL 325,O. crassa,1.493150685,65.98630137,17.02120141,44.19266055,98.81025641,3.876712329,999.9061098,0.039125709,230.9505599,73.51384642,917.977,0.060567903,0.939432097,116.7022355,1810.097764
106,PARL 325-2-2,1667.6,27.4,42,104.4,19.8,PARL 325,O. crassa,1.532846715,60.86131387,15.97318008,39.7047619,84.22222222,3.810218978,903.8362064,0.044257489,220.4456042,70.17001519,832.178,0.063012445,0.936987555,105.0795533,1562.520447
107,PARL 325-2-3,1693.9,23.2,40.5,101.5,27.4,PARL 325,O. crassa,1.745689655,73.01293103,16.68866995,41.82469136,61.82116788,4.375,737.9601143,0.073758715,203.8269213,64.88012411,735.817,0.093622731,0.906377269,158.587544,1535.312456
108,PARL 325-2-4,835.2,17.3,35.1,82.4,22.2,PARL 325,O. crassa,2.028901734,48.27745665,10.13592233,23.79487179,37.62162162,4.76300578,476.9173268,0.11539246,169.403683,53.92286707,427.856,0.062399841,0.937600159,52.1163472,783.0836528
109,PARL 325-2-5,1165.9,20.5,43.2,100.5,22.9,PARL 325,O. crassa,2.107317073,56.87317073,11.60099502,26.98842593,50.91266376,4.902439024,695.5486135,0.126990973,206.5248725,65.73890865,658.074,0.064996128,0.935003872,75.77898564,1090.121014
110,PARL 325-2-6,1611.4,26.6,44.2,108.8,21.2,PARL 325,O. crassa,1.661654135,60.57894737,14.81066176,36.45701357,76.00943396,4.090225564,923.4083287,0.06179578,225.8744675,71.89807606,822.722,NA,NA,NA,NA
111,PARL 325-2-7,1239.9,22.8,36.4,91.3,22.2,PARL 325,O. crassa,1.596491228,54.38157895,13.58050383,34.06318681,55.85135135,4.004385965,651.8176438,0.052775749,188.4443258,59.98369191,610.439,0.083375787,0.916624213,103.3776383,1136.522362
112,PARL 325-2-8,2069.6,25,43.5,108,27.3,PARL 325,O. crassa,1.74,82.784,19.16296296,47.57701149,75.80952381,4.32,854.1205027,0.072939421,219.1414424,69.75488759,873.882,0.062924588,0.937075412,130.2287273,1939.371273
113,PARL 325-3-1,1826.1,26.1,48.4,117.3,19.6,PARL 325,O. crassa,1.85440613,69.96551724,15.56777494,37.72933884,93.16836735,4.494252874,992.1463759,0.089597766,239.321242,76.17831732,873.507,0.066055581,0.933944419,120.6240965,1705.475904
114,PARL 325-3-2,2529.6,28.5,48.8,118.7,27.7,PARL 325,O. crassa,1.712280702,88.75789474,21.31086773,51.83606557,91.32129964,4.164912281,1092.331766,0.06896569,247.0504714,78.63860743,1003.913,0.067534278,0.932465722,170.8347096,2358.76529
115,PARL 325-3-3,1957.9,25.4,44.6,110.7,27,PARL 325,O. crassa,1.755905512,77.08267717,17.6865402,43.89910314,72.51481481,4.358267717,889.7304554,0.075232653,224.0674379,71.32288067,876.808,0.097556513,0.902443487,191.0058968,1766.894103
116,PARL 325-3-4,2055.9,26.3,43.6,112.4,20.5,PARL 325,O. crassa,1.657794677,78.17110266,18.29092527,47.15366972,100.2878049,4.273764259,900.600366,0.06125448,222.973231,70.97458377,921.74,0.070204293,0.929795707,144.333006,1911.566994
117,PARL 325-3-5,1440.5,19.5,46.4,109.6,25,PARL 325,O. crassa,2.379487179,73.87179487,13.14324818,31.04525862,57.62,5.620512821,710.6282582,0.166622532,215.7486747,68.67493609,703.941,0.042958678,0.957041322,61.88197566,1378.618024
118,PARL 325-3-6,1966.4,25.4,40,106.4,26.4,PARL 325,O. crassa,1.57480315,77.41732283,18.48120301,49.16,74.48484848,4.188976378,797.964534,0.049836808,208.0281032,66.21740186,860.859,0.060021436,0.939978564,118.0261518,1848.373848
119,PARL 325-3-7,1256,18.3,39.1,94.6,25.8,PARL 325,O. crassa,2.136612022,68.63387978,13.2769556,32.12276215,48.68217054,5.169398907,561.9759479,0.131311537,186.2974183,59.30031002,586.023,0.058787332,0.941212668,73.83688899,1182.163111
120,PARL 325-3-8,1758.2,25.3,42.8,105.6,26.3,PARL 325,O. crassa,1.691699605,69.49407115,16.64962121,41.07943925,66.85171103,4.173913043,850.4605473,0.066036169,217.489267,69.22898381,804.08,NA,NA,NA,NA
121,PARL 325-4-1,1272.3,20.8,40.7,96.3,22.4,PARL 325,O. crassa,1.956730769,61.16826923,13.21183801,31.26044226,56.79910714,4.629807692,664.8866692,0.104702228,198.299258,63.12061423,613.783,0.068729111,0.931270889,87.44404793,1184.855952
122,PARL 325-4-2,1678.5,22.3,40.6,99.4,39.8,PARL 325,O. crassa,1.820627803,75.2690583,16.88631791,41.34236453,42.17336683,4.457399103,711.0837892,0.084644918,201.8103677,64.23823518,690.986,0.055857119,0.944142881,93.75617424,1584.743826
123,PARL 325-4-3,1226.1,23.8,39.7,101.3,18.3,PARL 325,O. crassa,1.668067227,51.51680672,12.10365252,30.88413098,67,4.256302521,742.0913087,0.062697005,202.6304556,64.49927727,723.111,0.092118877,0.907881123,112.9469551,1113.153045
124,PARL 325-4-4,1250.7,23.3,32.1,91.6,18.9,PARL 325,O. crassa,1.377682403,53.67811159,13.65393013,38.96261682,66.17460317,3.931330472,587.4228483,0.025231659,175.1438315,55.75001307,668.276,NA,NA,NA,NA
125,PARL 325-4-5,1244.2,23.9,38.8,94.4,23.9,PARL 325,O. crassa,1.623430962,52.05857741,13.18008475,32.06701031,52.05857741,3.949790795,728.3154249,0.056472557,199.7687763,63.58837645,641.542,0.065500447,0.934499553,81.49565616,1162.704344
126,PARL 325-4-6,1191.4,19.7,42.9,98.9,23.1,PARL 325,O. crassa,2.177664975,60.47715736,12.04651163,27.77156177,51.57575758,5.020304569,663.7635498,0.13734957,203.4766495,64.76862913,591.612,0.069935713,0.930064287,83.32140847,1108.078592
127,PARL 325-4-7,1490.1,20.4,46.8,106,23.4,PARL 325,O. crassa,2.294117647,73.04411765,14.05754717,31.83974359,63.67948718,5.196078431,749.8353346,0.154336735,219.3424545,69.81887171,666.627,NA,NA,NA,NA
128,PARL 325-4-8,2437.8,29.8,48.1,122.8,25.6,PARL 325,O. crassa,1.61409396,81.80536913,19.85179153,50.68191268,95.2265625,4.120805369,1125.774019,0.05518579,248.1182818,78.97850203,1073.268,NA,NA,NA,NA
129,PARL 326-1-1,1298.5,19.4,33.6,83.1,32.7,PARL 326,O. ficus-indica,1.731958763,66.93298969,15.62575211,38.64583333,39.70948012,4.283505155,511.9539388,0.071783553,169.506131,53.95547728,507.246,0.113870561,0.886129439,147.8609235,1150.639077
130,PARL 326-1-2,455.9,14,25.2,62.7,20.4,PARL 326,O. ficus-indica,1.8,32.56428571,7.271132376,18.09126984,22.34803922,4.478571429,277.088472,0.081632653,125.6767961,40.00416667,286.875,0.076568527,0.923431473,34.90759146,420.9924085
131,PARL 326-1-3,542.4,14.6,27.9,68.1,21.2,PARL 326,O. ficus-indica,1.910958904,37.15068493,7.964757709,19.44086022,25.58490566,4.664383562,319.9240879,0.09793218,136.8071178,43.54705809,315.331,0.122564664,0.877435336,66.47907375,475.9209262
132,PARL 326-1-4,908.7,17.1,32.3,78.9,26.6,PARL 326,O. ficus-indica,1.888888889,53.14035088,11.51711027,28.13312693,34.16165414,4.614035088,433.7989676,0.094674556,158.890186,50.57631702,427.512,0.084021214,0.915978786,76.35007716,832.3499228
133,PARL 326-1-5,1163,18.4,34.4,83.8,26.3,PARL 326,O. ficus-indica,1.869565217,63.20652174,13.87828162,33.80813953,44.22053232,4.554347826,497.1256215,0.091827365,169.7064516,54.01924129,513.085,0.195198753,0.804801247,227.0161497,935.9838503
134,PARL 326-1-6,1445.3,19.3,38.9,94.7,29.7,PARL 326,O. ficus-indica,2.015544041,74.88601036,15.26187962,37.15424165,48.66329966,4.906735751,589.6533791,0.113413871,188.0626797,59.86221017,600.335,0.080084224,0.919915776,115.7457289,1329.554271
135,PARL 326-1-7,855.3,17.4,28.1,72.6,25.5,PARL 326,O. ficus-indica,1.614942529,49.15517241,11.78099174,30.43772242,33.54117647,4.172413793,384.012578,0.0553025,144.9256612,46.13127072,392.06,0.134988165,0.865011835,115.4553775,739.8446225
136,PARL 326-1-8,1041.3,17.2,35.5,82.6,25.9,PARL 326,O. ficus-indica,2.063953488,60.54069767,12.60653753,29.33239437,40.2046332,4.802325581,479.5641186,0.120581574,170.591645,54.30100709,473.683,0.057121059,0.942878941,59.48015874,981.8198413
137,PARL 326-2-1,892.1,18.2,34.8,82.8,20.3,PARL 326,O. ficus-indica,1.912087912,49.01648352,10.77415459,25.63505747,43.94581281,4.549450549,497.4397808,0.098098968,170.6135543,54.30798107,478.74,0.064235375,0.935764625,57.30437804,834.795622
138,PARL 326-2-2,744.8,16.4,28.7,69.1,26.8,PARL 326,O. ficus-indica,1.75,45.41463415,10.77858177,25.95121951,27.79104478,4.213414634,369.6712075,0.074380165,144.3329625,45.94260885,362.016,0.061432856,0.938567144,45.75519115,699.0448089
139,PARL 326-2-3,893.1,17.5,30.5,80.4,21.6,PARL 326,O. ficus-indica,1.742857143,51.03428571,11.10820896,29.28196721,41.34722222,4.594285714,419.2062697,0.073350694,153.5746173,48.88431896,474.086,0.063160594,0.936839406,56.4087265,836.6912735
140,PARL 326-2-4,592,15.4,28.2,66.1,21.3,PARL 326,O. ficus-indica,1.831168831,38.44155844,8.95612708,20.9929078,27.79342723,4.292207792,341.0827144,0.086188031,139.9410559,44.54462156,322.372,0.052255532,0.947744468,30.93527494,561.0647251
141,PARL 326-2-5,1177.3,19.6,33,86.2,24.6,PARL 326,O. ficus-indica,1.683673469,60.06632653,13.65777262,35.67575758,47.85772358,4.397959184,507.9955321,0.064899015,167.9399325,53.45694078,552.097,0.063450099,0.936549901,74.69980155,1102.600198
142,PARL 326-2-6,783.5,16.1,29.7,70.8,31.9,PARL 326,O. ficus-indica,1.844720497,48.66459627,11.06638418,26.38047138,24.56112853,4.397515528,375.5538398,0.088175283,147.0745909,46.8152963,349.345,0.081319066,0.918680934,63.71348821,719.7865118
143,PARL 326-2-7,607.4,14.3,24.5,63.6,26,PARL 326,O. ficus-indica,1.713286713,42.47552448,9.550314465,24.79183673,23.36153846,4.447552448,275.1642465,0.069109363,124.0090521,39.47330724,299.438,0.089457761,0.910542239,54.33664403,553.063356
144,PARL 326-2-8,809.7,18.1,31.6,76.9,24.4,PARL 326,O. ficus-indica,1.745856354,44.73480663,10.52925878,25.62341772,33.18442623,4.248618785,449.2163335,0.073782737,159.0307423,50.62105747,421.613,0.065166668,0.934833332,52.76545108,756.9345489
145,PARL 326-3-1,695.9,15.5,31.4,73.9,21.6,PARL 326,O. ficus-indica,2.025806452,44.89677419,9.416779432,22.16242038,32.21759259,4.767741935,382.2532861,0.114934011,151.6056211,48.25756798,370.314,0.057846432,0.942153568,40.25533203,655.644668
146,PARL 326-3-2,1097,18.9,36.6,88.2,22.7,PARL 326,O. ficus-indica,1.936507937,58.04232804,12.43764172,29.9726776,48.32599119,4.666666667,543.2913255,0.101709277,178.8207769,56.92042113,528.902,0.070424899,0.929575101,77.2561142,1019.743886
147,PARL 326-3-3,1094.5,19.9,32.1,81.1,29.1,PARL 326,O. ficus-indica,1.613065327,55,13.49568434,34.09657321,37.61168385,4.075376884,501.7044928,0.055044379,165.618711,52.71807305,498.697,0.07184952,0.92815048,78.63929964,1015.8607
148,PARL 326-3-4,628.1,16.5,25.1,65.8,24.1,PARL 326,O. ficus-indica,1.521212121,38.06666667,9.545592705,25.02390438,26.06224066,3.987878788,325.2726494,0.042737611,132.0903718,42.0456712,323.897,0.074482226,0.925517774,46.78228615,581.3177138
149,PARL 326-3-5,785,16.3,29.9,74.2,23.4,PARL 326,O. ficus-indica,1.834355828,48.1595092,10.57951482,26.2541806,33.54700855,4.552147239,382.7795029,0.086655048,148.3032997,47.20640646,387.221,0.100376026,0.899623974,78.79518041,706.2048196
150,PARL 326-3-6,913.3,18.7,30.9,80.3,24.8,PARL 326,O. ficus-indica,1.652406417,48.83957219,11.373599,29.5566343,36.8266129,4.294117647,453.8266208,0.06050013,158.1888721,50.35308188,476.175,0.073039032,0.926960968,66.70654793,846.5934521
151,PARL 326-3-7,953,19.4,34.8,82.7,21.4,PARL 326,O. ficus-indica,1.793814433,49.12371134,11.5235792,27.38505747,44.53271028,4.262886598,530.2380081,0.080731472,173.7286434,55.2995447,501.636,0.098707953,0.901292047,94.06867921,858.9313208
152,PARL 326-3-8,831.7,14.9,31.3,75.7,24,PARL 326,O. ficus-indica,2.100671141,55.81879195,10.98678996,26.57188498,34.65416667,5.080536913,366.2861415,0.126009633,149.7510709,47.66724633,384.254,0.074631093,0.925368907,62.07068005,769.62932
153,PARL 326-4-1,1224.1,19.2,35.9,88.6,28,PARL 326,O. ficus-indica,1.869791667,63.75520833,13.81602709,34.09749304,43.71785714,4.614583333,541.3592461,0.091860699,177.1004272,56.37281681,527.801,0.061587561,0.938412439,75.38933342,1148.710667
154,PARL 326-4-2,788,14.1,32.9,76.1,13,PARL 326,O. ficus-indica,2.333333333,55.88652482,10.35479632,23.95136778,60.61538462,5.397163121,364.338354,0.16,153.6225718,48.89958333,329.284,0.064965264,0.935034736,51.19262803,736.807372
155,PARL 326-4-3,906.6,18,32.9,79.1,27,PARL 326,O. ficus-indica,1.827777778,50.36666667,11.46144121,27.556231,33.57777778,4.394444444,465.1127924,0.085691347,163.3514776,51.99639023,426.017,0.071810267,0.928189733,65.10318806,841.4968119
156,PARL 326-4-4,1073.4,18.5,33.7,80.6,30.6,PARL 326,O. ficus-indica,1.821621622,58.02162162,13.31761787,31.85163205,35.07843137,4.356756757,489.656485,0.0847903,167.4861717,53.31250425,453.161,0.06874404,0.93125596,73.78985254,999.6101475
157,PARL 326-4-5,1012.2,19.7,29.6,78.1,25.2,PARL 326,O. ficus-indica,1.502538071,51.38071066,12.9603073,34.19594595,40.16666667,3.964467005,457.981377,0.040325202,156.4458902,49.79827349,473.002,0.055465987,0.944534013,56.14267204,956.057328
158,PARL 326-4-6,924.8,17.6,31.4,77.3,27.1,PARL 326,O. ficus-indica,1.784090909,52.54545455,11.96377749,29.4522293,34.12546125,4.392045455,434.042441,0.079316951,157.0059522,49.97654678,428.388,0.064917774,0.935082226,60.0359574,864.7640426
159,PARL 326-4-7,1233.6,19.5,36.7,90.5,24.1,PARL 326,O. ficus-indica,1.882051282,63.26153846,13.63093923,33.61307902,51.18672199,4.641025641,562.0701956,0.093666494,180.7166714,57.52390312,555.781,0.058044694,0.941955306,71.60393452,1161.996065
160,PARL 326-4-8,783.5,17.2,31.7,74.3,25.4,PARL 326,O. ficus-indica,1.843023256,45.55232558,10.54508748,24.71608833,30.84645669,4.319767442,428.2304946,0.087926196,157.019746,49.98093749,382.306,0.070981729,0.929018271,55.61418467,727.8858153
161,PARL 390-1-1,1016,21.9,34.3,89.9,18.5,PARL 390,O. robusta,1.566210046,46.39269406,11.30144605,29.62099125,54.91891892,4.105022831,589.9675384,0.048682261,178.7129304,56.88609253,595.133,0.126355155,0.873644845,128.3768375,887.6231625
162,PARL 390-1-2,1196.1,25,28.5,82.5,25.1,PARL 390,O. robusta,1.14,47.844,14.49818182,41.96842105,47.65338645,3.3,559.5961914,0.00427985,168.2550893,53.55725832,573.089,0.062579704,0.937420296,74.85158395,1121.248416
163,PARL 390-1-3,1043,22.1,29.1,80.8,26.1,PARL 390,O. robusta,1.316742081,47.19457014,12.90841584,35.8419244,39.96168582,3.656108597,505.0974129,0.018692017,161.6020767,51.43953864,549.63,0.080217693,0.919782307,83.6670538,959.3329462
164,PARL 390-1-4,1162.8,25.1,33.4,92.3,20.6,PARL 390,O. robusta,1.330677291,46.32669323,12.59804984,34.81437126,56.44660194,3.677290837,658.4306963,0.020130031,184.70923,58.79477398,679.157,0.06771173,0.93228827,78.73519964,1084.0648
165,PARL 390-1-5,421.5,17.5,23.7,66.6,13.9,PARL 390,O. robusta,1.354285714,24.08571429,6.328828829,17.78481013,30.32374101,3.805714286,325.7438883,0.022645867,130.1674445,41.43358444,362.294,0.073380107,0.926619893,30.9297151,390.5702849
166,PARL 390-1-6,1512,29.5,38.8,107.2,21.5,PARL 390,O. robusta,1.315254237,51.25423729,14.10447761,38.96907216,70.3255814,3.633898305,898.9667378,0.01854063,215.5665055,68.61694982,939.224,0.079154183,0.920845817,119.6811247,1392.318875
167,PARL 390-1-7,850.3,23.5,30.1,84.5,15.7,PARL 390,O. robusta,1.280851064,36.18297872,10.06272189,28.24916944,54.15923567,3.595744681,555.5513909,0.015162063,169.0282559,53.80336491,590.339,0.069995424,0.930004576,59.51710903,790.782891
168,PARL 390-1-8,1615.4,24.2,35.6,95.4,33.4,PARL 390,O. robusta,1.47107438,66.75206612,16.93291405,45.37640449,48.36526946,3.94214876,676.6362257,0.036341875,189.5780151,60.34455641,712.298,0.072498706,0.927501294,117.1144097,1498.28559
169,PARL 390-2-1,1539.5,27.8,34.8,95.7,23.8,PARL 390,O. robusta,1.251798561,55.37769784,16.08672936,44.23850575,64.68487395,3.442446043,759.8255992,0.012503955,197.2789506,62.79584031,714.156,0.167137121,0.832862879,257.3075978,1282.192402
170,PARL 390-2-2,1337.4,23.7,36,94.9,22.7,PARL 390,O. robusta,1.518987342,56.43037975,14.09272919,37.15,58.91629956,4.004219409,670.101713,0.042448423,189.5487516,60.33524155,642.052,0.060201835,0.939798165,80.51393413,1256.886066
171,PARL 390-2-3,1309.4,25.5,36,100.4,24.2,PARL 390,O. robusta,1.411764706,51.34901961,13.04183267,36.37222222,54.10743802,3.937254902,720.995514,0.029149316,194.618502,61.94899322,652.624,0.096268035,0.903731965,126.053365,1183.346635
172,PARL 390-2-4,1869.8,24,34.3,93.4,32.1,PARL 390,O. robusta,1.429166667,77.90833333,20.01927195,54.51311953,58.24922118,3.891666667,646.5397681,0.031213131,184.5868709,58.75582586,652.724,0.059751763,0.940248237,111.7238465,1758.076154
173,PARL 390-2-5,2263.4,33.4,38.7,109.9,25.9,PARL 390,O. robusta,1.158682635,67.76646707,20.59508644,58.48578811,87.38996139,3.290419162,1015.189958,0.005403575,226.8149232,72.19743238,944.334,0.044077001,0.955922999,99.76388406,2163.636116
174,PARL 390-2-6,1506.3,26.5,33,99.5,21.3,PARL 390,O. robusta,1.245283019,56.84150943,15.13869347,45.64545455,70.71830986,3.754716981,686.8306939,0.011934185,187.4828788,59.67765382,360.734,0.067393645,0.932606355,101.5150475,1404.784953
175,PARL 390-2-7,1160.9,21.6,31.1,82.5,27,PARL 390,O. robusta,1.439814815,53.74537037,14.07151515,37.32797428,42.9962963,3.819444444,527.5990702,0.032495706,166.9096999,53.12900758,525.266,0.106760105,0.893239895,123.9378059,1036.962194
176,PARL 390-2-8,1619.8,25.8,34.6,94.6,28.2,PARL 390,O. robusta,1.341085271,62.78294574,17.12262156,46.8150289,57.43971631,3.666666667,701.1092325,0.021227139,190.7605134,60.72095732,712.049,0.09865762,0.90134238,159.8056129,1459.994387
177,PARL 390-3-1,1214,24.6,35.8,92.9,20.1,PARL 390,O. robusta,1.455284553,49.3495935,13.06781485,33.91061453,60.39800995,3.776422764,691.6844545,0.034384457,191.3868636,60.92033076,621.012,0.072938925,0.927061075,88.54785495,1125.452145
178,PARL 390-3-2,1859.8,28.7,36.7,102.8,25.2,PARL 390,O. robusta,1.278745645,64.80139373,18.09143969,50.67574932,73.8015873,3.581881533,827.2520315,0.0149632,206.2294664,65.64487797,814.715,0.073190218,0.926809782,136.1191674,1723.680833
179,PARL 390-3-3,1407.3,22.8,34.5,93.9,24,PARL 390,O. robusta,1.513157895,61.72368421,14.98722045,40.79130435,58.6375,4.118421053,617.7941953,0.041692936,181.8945202,57.89882402,653.365,0.069469193,0.930530807,97.76399531,1309.536005
180,PARL 390-3-4,934.5,22.5,27.7,78.1,19.9,PARL 390,O. robusta,1.231111111,41.53333333,11.96542894,33.73646209,46.95979899,3.471111111,489.4994053,0.010729988,158.1312868,50.3347519,494.991,0.071727851,0.928272149,67.02967676,867.4703232
181,PARL 390-3-5,1748.1,26.8,36.5,98.3,26.7,PARL 390,O. robusta,1.361940299,65.22761194,17.78331638,47.89315068,65.47191011,3.667910448,768.2764834,0.023482052,200.0319652,63.67215207,778.468,0.061546559,0.938453441,107.5895398,1640.51046
182,PARL 390-3-6,2064.4,30.7,37.2,105.7,27,PARL 390,O. robusta,1.211726384,67.24429967,19.5307474,55.49462366,76.45925926,3.442996743,896.9561185,0.009164044,213.8031268,68.05564895,844.605,0.079264207,0.920735793,163.6330289,1900.766971
183,PARL 390-3-7,1496.6,21.6,41.1,98.9,26.5,PARL 390,O. robusta,1.902777778,69.28703704,15.13245703,36.4136253,56.4754717,4.578703704,697.2450735,0.096723976,201.7704876,64.22554094,653.224,NA,NA,NA,NA
184,PARL 390-3-8,1323.7,24.4,36.5,96,18.9,PARL 390,O. robusta,1.495901639,54.25,13.78854167,36.26575342,70.03703704,3.93442623,699.4756043,0.039476274,193.2158774,61.50252395,701.562,0.06158869,0.93841131,81.52494895,1242.175051
185,PARL 390-4-1,2169.4,29.2,36.7,104.9,26.3,PARL 390,O. robusta,1.256849315,74.29452055,20.68064824,59.11171662,82.48669202,3.592465753,841.6640878,0.012952443,207.7018895,66.11356481,867.278,0.075747068,0.924252932,164.3256893,2005.074311
186,PARL 390-4-2,772.7,21.3,29.3,81.6,18.3,PARL 390,O. robusta,1.375586854,36.27699531,9.469362745,26.37201365,42.22404372,3.830985915,490.1591398,0.024996485,159.959539,50.91670264,502.354,0.069579505,0.930420495,53.76408351,718.9359165
187,PARL 390-4-3,1380.5,26.4,27.1,86.2,27,PARL 390,O. robusta,1.026515152,52.29166667,16.01508121,50.94095941,51.12962963,3.265151515,561.905262,0.000171194,168.0824004,53.50228974,582.549,0.077942774,0.922057226,107.5999995,1272.9
188,PARL 390-4-4,657.8,20.3,22.4,70.6,20.7,PARL 390,O. robusta,1.103448276,32.40394089,9.317280453,29.36607143,31.77777778,3.477832512,357.1362529,0.002418705,134.2271335,42.72582358,385.908,0.112273065,0.887726935,73.85322216,583.9467778
189,PARL 390-4-5,1633.9,25.7,34.1,92.6,29.9,PARL 390,O. robusta,1.326848249,63.57587549,17.64470842,47.91495601,54.64548495,3.60311284,688.2993885,0.019731323,188.7951065,60.09534886,649.998,0.08409545,0.91590455,137.4035558,1496.496444
190,PARL 390-4-6,1019.6,24.8,28.2,58.6,24.6,PARL 390,O. robusta,1.137096774,41.11290323,17.39931741,36.15602837,41.44715447,2.362903226,549.2760596,0.004115344,166.6757605,53.05454234,517.946,NA,NA,NA,NA
191,PARL 390-4-7,1590.8,32.7,34.7,105.1,21,PARL 390,O. robusta,1.06116208,48.64831804,15.13606089,45.8443804,75.75238095,3.214067278,891.183442,0.000880522,211.7899586,67.41483761,876.922,0.059685961,0.940314039,94.94842676,1495.851573
192,PARL 390-4-8,1194.9,23.3,33.4,90.7,23.9,PARL 390,O. robusta,1.433476395,51.2832618,13.17420066,35.7754491,49.9958159,3.892703863,611.2125587,0.031730479,179.5441522,57.15067866,604.245,NA,NA,NA,NA
193,PARL 572-1-1,854,19.2,35.5,84.4,17,PARL 572,O. ficus-indica,1.848958333,44.47916667,10.11848341,24.05633803,50.23529412,4.395833333,535.3273882,0.088797463,175.6816233,55.92119751,513.687,0.039592382,0.960407618,33.81189423,820.1881058
194,PARL 572-1-2,1193.4,21.7,45,105.1,17,PARL 572,O. ficus-indica,2.073732719,54.99539171,11.3549001,26.52,70.2,4.843317972,766.9413066,0.122028191,215.9870947,68.75082752,798.06,0.073821586,0.926178414,88.09868073,1105.301319
195,PARL 572-1-3,705.8,17.7,30.5,78,19,PARL 572,O. ficus-indica,1.723163842,39.87570621,9.048717949,23.14098361,37.14736842,4.406779661,423.9971985,0.070522202,154.1064461,49.05360533,462.863,0.118005673,0.881994327,83.288404,622.511596
196,PARL 572-1-4,1051.8,20.8,41.3,96.3,21,PARL 572,O. ficus-indica,1.985576923,50.56730769,10.92211838,25.46731235,50.08571429,4.629807692,674.6884383,0.108974409,200.4451513,63.80367328,622.495,0.072855526,0.927144474,76.62944225,975.1705578
