,completeID,fresh_weight,width,height,diameter,thickness,accession,species,D_div_W,mean_freshweight,SEM_mean_fresh,mean_dryweight,SEM_mean_dry,Area,computed_dry_weight,Theo_Area,PartRatio,Pade_Peri,Pade_Derived_Diam
141,PARL 326-2-5,1177.3,19.6,33,86.2,24.6,326,O. ficus-indica,4.397959184,5.76,0.94,0.49,0.07,552.097,100.1522569,507.9955321,0.064899015,167.9399325,53.45694078
142,PARL 326-2-6,783.5,16.1,29.7,70.8,31.9,326,O. ficus-indica,4.397515528,5.76,0.94,0.49,0.07,349.345,66.65190972,375.5538398,0.088175283,147.0745909,46.8152963
143,PARL 326-2-7,607.4,14.3,24.5,63.6,26,326,O. ficus-indica,4.447552448,5.76,0.94,0.49,0.07,299.438,51.67118056,275.1642465,0.069109363,124.0090521,39.47330724
144,PARL 326-2-8,809.7,18.1,31.6,76.9,24.4,326,O. ficus-indica,4.248618785,5.76,0.94,0.49,0.07,421.613,68.88072917,449.2163335,0.073782737,159.0307423,50.62105747
145,PARL 326-3-1,695.9,15.5,31.4,73.9,21.6,326,O. ficus-indica,4.767741935,5.76,0.94,0.49,0.07,370.314,59.19982639,382.2532861,0.114934011,151.6056211,48.25756798
146,PARL 326-3-2,1097,18.9,36.6,88.2,22.7,326,O. ficus-indica,4.666666667,5.76,0.94,0.49,0.07,528.902,93.32118056,543.2913255,0.101709277,178.8207769,56.92042113
147,PARL 326-3-3,1094.5,19.9,32.1,81.1,29.1,326,O. ficus-indica,4.075376884,5.76,0.94,0.49,0.07,498.697,93.10850694,501.7044928,0.055044379,165.618711,52.71807305
148,PARL 326-3-4,628.1,16.5,25.1,65.8,24.1,326,O. ficus-indica,3.987878788,5.76,0.94,0.49,0.07,323.897,53.43211806,325.2726494,0.042737611,132.0903718,42.0456712
149,PARL 326-3-5,785,16.3,29.9,74.2,23.4,326,O. ficus-indica,4.552147239,5.76,0.94,0.49,0.07,387.221,66.77951389,382.7795029,0.086655048,148.3032997,47.20640646
150,PARL 326-3-6,913.3,18.7,30.9,80.3,24.8,326,O. ficus-indica,4.294117647,5.76,0.94,0.49,0.07,476.175,77.69392361,453.8266208,0.06050013,158.1888721,50.35308188
151,PARL 326-3-7,953,19.4,34.8,82.7,21.4,326,O. ficus-indica,4.262886598,5.76,0.94,0.49,0.07,501.636,81.07118056,530.2380081,0.080731472,173.7286434,55.2995447
152,PARL 326-3-8,831.7,14.9,31.3,75.7,24,326,O. ficus-indica,5.080536913,5.76,0.94,0.49,0.07,384.254,70.75225694,366.2861415,0.126009633,149.7510709,47.66724633
153,PARL 326-4-1,1224.1,19.2,35.9,88.6,28,326,O. ficus-indica,4.614583333,5.76,0.94,0.49,0.07,527.801,104.1335069,541.3592461,0.091860699,177.1004272,56.37281681
154,PARL 326-4-2,788,14.1,32.9,76.1,13,326,O. ficus-indica,5.397163121,5.76,0.94,0.49,0.07,329.284,67.03472222,364.338354,0.16,153.6225718,48.89958333
155,PARL 326-4-3,906.6,18,32.9,79.1,27,326,O. ficus-indica,4.394444444,5.76,0.94,0.49,0.07,426.017,77.12395833,465.1127924,0.085691347,163.3514776,51.99639023
156,PARL 326-4-4,1073.4,18.5,33.7,80.6,30.6,326,O. ficus-indica,4.356756757,5.76,0.94,0.49,0.07,453.161,91.31354167,489.656485,0.0847903,167.4861717,53.31250425
157,PARL 326-4-5,1012.2,19.7,29.6,78.1,25.2,326,O. ficus-indica,3.964467005,5.76,0.94,0.49,0.07,473.002,86.10729167,457.981377,0.040325202,156.4458902,49.79827349
158,PARL 326-4-6,924.8,17.6,31.4,77.3,27.1,326,O. ficus-indica,4.392045455,5.76,0.94,0.49,0.07,428.388,78.67222222,434.042441,0.079316951,157.0059522,49.97654678
159,PARL 326-4-7,1233.6,19.5,36.7,90.5,24.1,326,O. ficus-indica,4.641025641,5.76,0.94,0.49,0.07,555.781,104.9416667,562.0701956,0.093666494,180.7166714,57.52390312
160,PARL 326-4-8,783.5,17.2,31.7,74.3,25.4,326,O. ficus-indica,4.319767442,5.76,0.94,0.49,0.07,382.306,66.65190972,428.2304946,0.087926196,157.019746,49.98093749
161,PARL 390-1-1,1016,21.9,34.3,89.9,18.5,390,O. robusta,4.105022831,10.65,0.97,0.89,0.07,595.133,84.90516432,589.9675384,0.048682261,178.7129304,56.88609253
162,PARL 390-1-2,1196.1,25,28.5,82.5,25.1,390,O. robusta,3.3,10.65,0.97,0.89,0.07,573.089,99.95577465,559.5961914,0.00427985,168.2550893,53.55725832
163,PARL 390-1-3,1043,22.1,29.1,80.8,26.1,390,O. robusta,3.656108597,10.65,0.97,0.89,0.07,549.63,87.16150235,505.0974129,0.018692017,161.6020767,51.43953864
164,PARL 390-1-4,1162.8,25.1,33.4,92.3,20.6,390,O. robusta,3.677290837,10.65,0.97,0.89,0.07,679.157,97.17295775,658.4306963,0.020130031,184.70923,58.79477398
165,PARL 390-1-5,421.5,17.5,23.7,66.6,13.9,390,O. robusta,3.805714286,10.65,0.97,0.89,0.07,362.294,35.22394366,325.7438883,0.022645867,130.1674445,41.43358444
166,PARL 390-1-6,1512,29.5,38.8,107.2,21.5,390,O. robusta,3.633898305,10.65,0.97,0.89,0.07,939.224,126.3549296,898.9667378,0.01854063,215.5665055,68.61694982
167,PARL 390-1-7,850.3,23.5,30.1,84.5,15.7,390,O. robusta,3.595744681,10.65,0.97,0.89,0.07,590.339,71.05793427,555.5513909,0.015162063,169.0282559,53.80336491
168,PARL 390-1-8,1615.4,24.2,35.6,95.4,33.4,390,O. robusta,3.94214876,10.65,0.97,0.89,0.07,712.298,134.9958685,676.6362257,0.036341875,189.5780151,60.34455641
169,PARL 390-2-1,1539.5,27.8,34.8,95.7,23.8,390,O. robusta,3.442446043,10.65,0.97,0.89,0.07,714.156,128.6530516,759.8255992,0.012503955,197.2789506,62.79584031
170,PARL 390-2-2,1337.4,23.7,36,94.9,22.7,390,O. robusta,4.004219409,10.65,0.97,0.89,0.07,642.052,111.7639437,670.101713,0.042448423,189.5487516,60.33524155
171,PARL 390-2-3,1309.4,25.5,36,100.4,24.2,390,O. robusta,3.937254902,10.65,0.97,0.89,0.07,652.624,109.4240376,720.995514,0.029149316,194.618502,61.94899322
172,PARL 390-2-4,1869.8,24,34.3,93.4,32.1,390,O. robusta,3.891666667,10.65,0.97,0.89,0.07,652.724,156.2555869,646.5397681,0.031213131,184.5868709,58.75582586
173,PARL 390-2-5,2263.4,33.4,38.7,109.9,25.9,390,O. robusta,3.290419162,10.65,0.97,0.89,0.07,944.334,189.1479812,1015.189958,0.005403575,226.8149232,72.19743238
174,PARL 390-2-6,1506.3,26.5,33,99.5,21.3,390,O. robusta,3.754716981,10.65,0.97,0.89,0.07,360.734,125.8785915,686.8306939,0.011934185,187.4828788,59.67765382
175,PARL 390-2-7,1160.9,21.6,31.1,82.5,27,390,O. robusta,3.819444444,10.65,0.97,0.89,0.07,525.266,97.0141784,527.5990702,0.032495706,166.9096999,53.12900758
176,PARL 390-2-8,1619.8,25.8,34.6,94.6,28.2,390,O. robusta,3.666666667,10.65,0.97,0.89,0.07,712.049,135.3635681,701.1092325,0.021227139,190.7605134,60.72095732
177,PARL 390-3-1,1214,24.6,35.8,92.9,20.1,390,O. robusta,3.776422764,10.65,0.97,0.89,0.07,621.012,101.4516432,691.6844545,0.034384457,191.3868636,60.92033076
178,PARL 390-3-2,1859.8,28.7,36.7,102.8,25.2,390,O. robusta,3.581881533,10.65,0.97,0.89,0.07,814.715,155.4199061,827.2520315,0.0149632,206.2294664,65.64487797
179,PARL 390-3-3,1407.3,22.8,34.5,93.9,24,390,O. robusta,4.118421053,10.65,0.97,0.89,0.07,653.365,117.6053521,617.7941953,0.041692936,181.8945202,57.89882402
180,PARL 390-3-4,934.5,22.5,27.7,78.1,19.9,390,O. robusta,3.471111111,10.65,0.97,0.89,0.07,494.991,78.0943662,489.4994053,0.010729988,158.1312868,50.3347519
181,PARL 390-3-5,1748.1,26.8,36.5,98.3,26.7,390,O. robusta,3.667910448,10.65,0.97,0.89,0.07,778.468,146.0853521,768.2764834,0.023482052,200.0319652,63.67215207
182,PARL 390-3-6,2064.4,30.7,37.2,105.7,27,390,O. robusta,3.442996743,10.65,0.97,0.89,0.07,844.605,172.5179343,896.9561185,0.009164044,213.8031268,68.05564895
183,PARL 390-3-7,1496.6,21.6,41.1,98.9,26.5,390,O. robusta,4.578703704,10.65,0.97,0.89,0.07,653.224,125.0679812,697.2450735,0.096723976,201.7704876,64.22554094
184,PARL 390-3-8,1323.7,24.4,36.5,96,18.9,390,O. robusta,3.93442623,10.65,0.97,0.89,0.07,701.562,110.619061,699.4756043,0.039476274,193.2158774,61.50252395
185,PARL 390-4-1,2169.4,29.2,36.7,104.9,26.3,390,O. robusta,3.592465753,10.65,0.97,0.89,0.07,867.278,181.2925822,841.6640878,0.012952443,207.7018895,66.11356481
186,PARL 390-4-2,772.7,21.3,29.3,81.6,18.3,390,O. robusta,3.830985915,10.65,0.97,0.89,0.07,502.354,64.57305164,490.1591398,0.024996485,159.959539,50.91670264
187,PARL 390-4-3,1380.5,26.4,27.1,86.2,27,390,O. robusta,3.265151515,10.65,0.97,0.89,0.07,582.549,115.3657277,561.905262,0.000171194,168.0824004,53.50228974
188,PARL 390-4-4,657.8,20.3,22.4,70.6,20.7,390,O. robusta,3.477832512,10.65,0.97,0.89,0.07,385.908,54.97107981,357.1362529,0.002418705,134.2271335,42.72582358
189,PARL 390-4-5,1633.9,25.7,34.1,92.6,29.9,390,O. robusta,3.60311284,10.65,0.97,0.89,0.07,649.998,136.5418779,688.2993885,0.019731323,188.7951065,60.09534886
190,PARL 390-4-6,1019.6,24.8,28.2,58.6,24.6,390,O. robusta,2.362903226,10.65,0.97,0.89,0.07,517.946,85.20600939,549.2760596,0.004115344,166.6757605,53.05454234
191,PARL 390-4-7,1590.8,32.7,34.7,105.1,21,390,O. robusta,3.214067278,10.65,0.97,0.89,0.07,876.922,132.9400939,891.183442,0.000880522,211.7899586,67.41483761
192,PARL 390-4-8,1194.9,23.3,33.4,90.7,23.9,390,O. robusta,3.892703863,10.65,0.97,0.89,0.07,604.245,99.85549296,611.2125587,0.031730479,179.5441522,57.15067866
193,PARL 572-1-1,854,19.2,35.5,84.4,17,572,O. ficus-indica,4.395833333,10.37,0.94,0.65,0.07,513.687,53.52941176,535.3273882,0.088797463,175.6816233,55.92119751
194,PARL 572-1-2,1193.4,21.7,45,105.1,17,572,O. ficus-indica,4.843317972,10.37,0.94,0.65,0.07,798.06,74.80327869,766.9413066,0.122028191,215.9870947,68.75082752
195,PARL 572-1-3,705.8,17.7,30.5,78,19,572,O. ficus-indica,4.406779661,10.37,0.94,0.65,0.07,462.863,44.24011572,423.9971985,0.070522202,154.1064461,49.05360533
196,PARL 572-1-4,1051.8,20.8,41.3,96.3,21,572,O. ficus-indica,4.629807692,10.37,0.94,0.65,0.07,622.495,65.92767599,674.6884383,0.108974409,200.4451513,63.80367328
197,PARL 572-1-5,868.2,19.4,31.8,79.7,23.4,572,O. ficus-indica,4.108247423,10.37,0.94,0.65,0.07,484.885,54.41947927,484.527835,0.058654785,163.216968,51.95357452
198,PARL 572-1-6,639.5,14.4,30,73.5,22,572,O. ficus-indica,5.104166667,10.37,0.94,0.65,0.07,363.522,40.08437801,339.2920066,0.123447772,143.8258164,45.78117924
199,PARL 572-1-7,527.1,14,28,68,19.8,572,O. ficus-indica,4.857142857,10.37,0.94,0.65,0.07,312.859,33.03905497,307.8760801,0.111111111,135.6382628,43.175
200,PARL 572-1-8,548,15.4,30.3,72.6,13,572,O. ficus-indica,4.714285714,10.37,0.94,0.65,0.07,414.154,34.3490839,366.482491,0.106301682,147.4122796,46.92278595
201,PARL 572-2-1,808.2,19.6,38.3,91.7,14,572,O. ficus-indica,4.678571429,10.37,0.94,0.65,0.07,538.283,50.65863067,589.5826933,0.104310034,186.6734192,59.41999483
202,PARL 572-2-2,797.1,18.8,36.7,83.7,20.7,572,O. ficus-indica,4.45212766,10.37,0.94,0.65,0.07,488.408,49.96287367,541.8933168,0.104020778,178.9228816,56.95292206
203,PARL 572-2-3,817.1,19.7,36,86.2,14,572,O. ficus-indica,4.375634518,10.37,0.94,0.65,0.07,503.087,51.21648987,557.0043775,0.085637665,178.7535647,56.89902683
204,PARL 572-2-4,590.1,18,31,79.2,17,572,O. ficus-indica,4.4,10.37,0.94,0.65,0.07,443.798,36.987946,438.2521752,0.070387339,156.6589924,49.86610604
205,PARL 572-2-5,726.7,17.7,36.8,84.7,19.1,572,O. ficus-indica,4.785310734,10.37,0.94,0.65,0.07,458.627,45.55014465,511.5769477,0.122821311,176.5157025,56.18669318
206,PARL 572-2-6,693.6,19.2,38,81.8,22.2,572,O. ficus-indica,4.260416667,10.37,0.94,0.65,0.07,395.54,43.47540984,573.0265,0.108024842,184.5857662,58.75547422
207,PARL 572-2-7,956.5,19.8,38.6,89.2,23.3,572,O. ficus-indica,4.505050505,10.37,0.94,0.65,0.07,533.472,59.95419479,600.2641083,0.103631075,188.2538892,59.92307404
208,PARL 572-2-8,763.9,18.3,36.8,90.4,16.5,572,O. ficus-indica,4.93989071,10.37,0.94,0.65,0.07,540.559,47.88187078,528.9185392,0.112730195,178.0155724,56.6641166
209,PARL 572-3-1,943.3,19.7,42.2,96.9,18.6,572,O. ficus-indica,4.918781726,10.37,0.94,0.65,0.07,567.712,59.1268081,652.9329092,0.132124616,200.9428298,63.96208929
210,PARL 572-3-2,687.4,18.6,37.1,86.8,14.7,572,O. ficus-indica,4.666666667,10.37,0.94,0.65,0.07,493.501,43.08678881,541.9718566,0.110314618,179.8468254,57.24702254
211,PARL 572-3-3,607.7,15.2,30.6,73.3,20.3,572,O. ficus-indica,4.822368421,10.37,0.94,0.65,0.07,351.851,38.09112825,365.3043938,0.113060392,147.9814394,47.10395515
212,PARL 572-3-4,636.5,20.4,35.9,88.2,13.4,572,O. ficus-indica,4.323529412,10.37,0.94,0.65,0.07,511.833,39.89633558,575.1941989,0.075796056,180.2393938,57.37198094
213,PARL 572-3-5,1170.1,20.3,41,98.6,19.8,572,O. ficus-indica,4.857142857,10.37,0.94,0.65,0.07,634.076,73.34281581,653.6868914,0.114030162,198.1098758,63.06033201
214,PARL 572-3-6,927.6,21.4,40.4,91.7,16.1,572,O. ficus-indica,4.285046729,10.37,0.94,0.65,0.07,555.464,58.14271938,679.0238361,0.094521423,198.7660287,63.26919197
215,PARL 572-3-7,909.2,18.5,35.1,85.5,22.1,572,O. ficus-indica,4.621621622,10.37,0.94,0.65,0.07,495.398,56.98939248,509.9982974,0.095915014,172.4519332,54.89315522
216,PARL 572-3-8,1004.1,22.2,32.9,86.4,20,572,O. ficus-indica,3.891891892,10.37,0.94,0.65,0.07,553.382,62.93780135,573.6391106,0.037710679,174.7375844,55.6207006
217,PARL 572-4-1,748.7,19.2,37.3,84.1,16.5,572,O. ficus-indica,4.380208333,10.37,0.94,0.65,0.07,456.518,46.92912247,562.4707487,0.102626674,182.0840229,57.9591446
218,PARL 572-4-2,779.3,17.8,33.7,83.6,20.8,572,O. ficus-indica,4.696629213,10.37,0.94,0.65,0.07,467.439,48.84715526,471.1289423,0.095319069,165.6710173,52.73472266
219,PARL 572-4-3,1026.1,21.3,40.5,90.2,20.6,572,O. ficus-indica,4.234741784,10.37,0.94,0.65,0.07,541.929,64.31677917,677.5237257,0.096521821,198.8643254,63.30048079
220,PARL 572-4-4,1299.2,18.4,40.2,96.1,25.1,572,O. ficus-indica,5.222826087,10.37,0.94,0.65,0.07,559.146,81.43490839,580.9433135,0.138394157,190.5238965,60.64563981
221,PARL 572-4-5,1038.3,20.2,40.8,95.5,18.7,572,O. ficus-indica,4.727722772,10.37,0.94,0.65,0.07,580.476,65.08148505,647.2937503,0.114044612,197.1410357,62.75194065
222,PARL 572-4-6,901.1,19.8,34.3,83.3,25.3,572,O. ficus-indica,4.207070707,10.37,0.94,0.65,0.07,457.699,56.48167792,533.3953087,0.07183589,173.0264271,55.07602233
223,PARL 572-4-7,1164.7,20.6,37.2,90.6,20.9,572,O. ficus-indica,4.398058252,10.37,0.94,0.65,0.07,560.824,73.00433944,601.8663206,0.08248225,185.3481299,58.99814213
224,PARL 572-4-8,1257,22.6,43.8,105,18.3,572,O. ficus-indica,4.646017699,10.37,0.94,0.65,0.07,698.503,78.78977821,777.449934,0.101937872,213.9526121,68.10323161
225,PARL 580-1-1,707.8,15,41.5,92.3,19.19,580,O. ficus-indica,6.153333333,5.47,0.91,0.4,0.07,417.132,51.75868373,488.9103567,0.219985903,187.4038868,59.65250987
226,PARL 580-1-2,1151.7,17.4,47.3,180.9,17.58,580,O. ficus-indica,10.39655172,5.47,0.91,0.4,0.07,643.954,84.21937843,646.3983964,0.213566837,214.2665275,68.20315398
227,PARL 580-1-3,821.8,17.4,42,94.4,17.48,580,O. ficus-indica,5.425287356,5.47,0.91,0.4,0.07,497.155,60.09506399,573.9689778,0.171513111,194.7017606,61.97549524
228,PARL 580-1-4,1135.4,17.5,46,100.5,22.78,580,O. ficus-indica,5.742857143,5.47,0.91,0.4,0.07,580.734,83.0274223,632.2455215,0.201438403,209.6706165,66.74023008
229,PARL 580-1-5,1034.1,16.5,43,101,18.73,580,O. ficus-indica,6.121212121,5.47,0.91,0.4,0.07,581.399,75.61974406,557.2399969,0.198361698,196.3153594,62.48911971
230,PARL 580-1-6,677.8,11.9,46.1,96.9,24.3,580,O. ficus-indica,8.142857143,5.47,0.91,0.4,0.07,377.744,49.56489945,430.8615785,0.347693222,198.4278252,63.16153845
231,PARL 580-1-7,714,14.7,39,82.5,16.99,580,O. ficus-indica,5.612244898,5.47,0.91,0.4,0.07,415.3,52.21206581,450.2687671,0.20476889,177.4563253,56.48610271
232,PARL 580-1-8,962.2,15.4,48.1,107.8,21.84,580,O. ficus-indica,7,5.47,0.91,0.4,0.07,600.257,70.36197441,581.7758356,0.26518445,212.9513836,67.78453069
233,PARL 580-2-1,664.5,15.4,37.9,85.4,17.5,580,O. ficus-indica,5.545454545,5.47,0.91,0.4,0.07,443.883,48.59232176,458.405492,0.178201198,174.9936556,55.70221061
234,PARL 580-2-2,635.6,13.9,42,93.5,16.8,580,O. ficus-indica,6.726618705,5.47,0.91,0.4,0.07,448.054,46.47897623,458.5154478,0.252690564,186.8961197,59.4908826
235,PARL 580-2-3,893.4,14.2,38.3,90.3,25,580,O. ficus-indica,6.35915493,5.47,0.91,0.4,0.07,451.65,65.3308958,427.1466451,0.210724717,173.7433108,55.30421348
236,PARL 580-2-4,727,13.8,38.5,89.4,20.4,580,O. ficus-indica,6.47826087,5.47,0.91,0.4,0.07,440.46,53.16270567,417.2820442,0.223043992,173.6023835,55.25935492
237,PARL 580-2-5,1019.1,14.3,43.5,101.2,27,580,O. ficus-indica,7.076923077,5.47,0.91,0.4,0.07,524.433,74.52285192,488.5569275,0.255217251,193.367303,61.55072422
238,PARL 580-2-6,990.6,14.4,48,107.9,21,580,O. ficus-indica,7.493055556,5.47,0.91,0.4,0.07,545.727,72.43875686,542.8672105,0.289940828,210.5226679,67.01144645
239,PARL 580-2-7,848.8,14.3,43.9,97.6,18.9,580,O. ficus-indica,6.825174825,5.47,0.91,0.4,0.07,451.851,62.06946984,493.049405,0.258664872,194.868671,62.02862448
240,PARL 580-2-8,830.6,15.1,40,89.3,20.6,580,O. ficus-indica,5.913907285,5.47,0.91,0.4,0.07,495.297,60.73857404,474.3804907,0.204218695,182.0582786,57.95094993
241,PARL 580-3-1,893.4,15.2,46.7,103.1,17.6,580,O. ficus-indica,6.782894737,5.47,0.91,0.4,0.07,553.118,65.3308958,557.5070323,0.258964247,207.2723045,65.97682364
242,PARL 580-3-2,644.8,14.1,30.9,73.7,22.2,580,O. ficus-indica,5.226950355,5.47,0.91,0.4,0.07,332.004,47.15173675,342.1901258,0.139377778,146.342147,46.58215215
243,PARL 580-3-3,1015.8,14.6,41.8,97,23.1,580,O. ficus-indica,6.643835616,5.47,0.91,0.4,0.07,511.1,74.28153565,479.3127912,0.232583874,187.6474772,59.7300471
244,PARL 580-3-4,759.1,16.6,38.2,87.2,20.6,580,O. ficus-indica,5.253012048,5.47,0.91,0.4,0.07,467.97,55.51005484,498.0366834,0.155362566,178.9136077,56.9499701
245,PARL 580-3-5,718.6,15.4,31.2,102.6,25.4,580,O. ficus-indica,6.662337662,5.47,0.91,0.4,0.07,361.437,52.54844607,377.3681095,0.114958831,150.6367843,47.94917768
246,PARL 580-3-6,1210,16.6,44.7,74.7,26.5,580,O. ficus-indica,4.5,5.47,0.91,0.4,0.07,623.343,88.48263254,582.7811452,0.210131756,202.8366364,64.56490666
247,PARL 580-3-7,552.9,11.6,38.6,83.8,20.6,580,O. ficus-indica,7.224137931,5.47,0.91,0.4,0.07,339.302,40.43144424,351.6698816,0.289281123,169.3357224,53.90123451
248,PARL 580-3-8,721.7,13,34.1,74.6,22.8,580,O. ficus-indica,5.738461538,5.47,0.91,0.4,0.07,366.637,52.77513711,348.1670058,0.200688782,155.4909817,49.4943167
249,PARL 580-4-1,848.7,15.1,36.4,81.6,25.7,580,O. ficus-indica,5.40397351,5.47,0.91,0.4,0.07,403.214,62.06215722,431.6862465,0.171058535,168.7882748,53.72697654
250,PARL 580-4-2,687.4,13.8,38.9,86.1,21.2,580,O. ficus-indica,6.239130435,5.47,0.91,0.4,0.07,368.488,50.26691042,421.6174421,0.226843434,175.092212,55.73358208
251,PARL 580-4-3,925.9,17.7,42.2,96.8,20.8,580,O. ficus-indica,5.468926554,5.47,0.91,0.4,0.07,543.162,67.70749543,586.6453042,0.167293291,196.1376546,62.4325545
252,PARL 580-4-4,1106.6,16.6,37.7,87.8,27.5,580,O. ficus-indica,5.289156627,5.47,0.91,0.4,0.07,473.147,80.9213894,491.5178786,0.150995934,177.0911784,56.36987285
253,PARL 580-4-5,734.1,15.1,38.2,88.8,18,580,O. ficus-indica,5.880794702,5.47,0.91,0.4,0.07,446.622,53.68190128,453.0333686,0.187831982,175.4067141,55.83369122
254,PARL 580-4-6,979.4,16.4,36.6,91.1,23.1,580,O. ficus-indica,5.554878049,5.47,0.91,0.4,0.07,449.65,71.61974406,471.4273936,0.145261659,172.608053,54.9428497
255,PARL 580-4-7,824.9,14.7,41.2,88.2,21.9,580,O. ficus-indica,6,5.47,0.91,0.4,0.07,424.643,60.32175503,475.6685437,0.224733664,185.6285168,59.08739207
256,PARL 580-4-8,1171.3,17.9,42.2,94.7,26.4,580,O. ficus-indica,5.290502793,5.47,0.91,0.4,0.07,520.814,85.65265082,593.2740647,0.163479614,196.6085577,62.58244761
257,PARL 582-1-1,973.9,15.6,40.2,93.2,22.5,582,O. cochinillifera,5.974358974,8.11,0.94,0.57,0.07,509.709,68.44919852,492.5388962,0.194357729,183.9273925,58.54590736
258,PARL 582-1-2,1055.7,13.6,49.5,108.8,23.7,582,O. cochinillifera,8,8.11,0.94,0.57,0.07,562.682,74.19839704,528.7300436,0.323690668,214.6292686,68.31861805
259,PARL 582-1-3,1140.2,18.1,43.9,102.7,22.7,582,O. cochinillifera,5.674033149,8.11,0.94,0.57,0.07,639.078,80.13736128,624.0695267,0.173163371,203.3062685,64.7143952
260,PARL 582-1-4,847.4,15.3,40,92.7,22.4,582,O. cochinillifera,6.058823529,8.11,0.94,0.57,0.07,504.385,59.55832306,480.663676,0.199500342,182.5085868,58.09428749
261,PARL 582-1-5,680,14.1,39.3,87.8,19.8,582,O. cochinillifera,6.226950355,8.11,0.94,0.57,0.07,469.361,47.79284834,435.2126843,0.222699154,177.2387746,56.41685416
262,PARL 582-1-6,807.5,14.9,37.2,87.8,21.8,582,O. cochinillifera,5.89261745,8.11,0.94,0.57,0.07,446.743,56.7540074,435.330494,0.183203716,171.2634923,54.51486276
263,PARL 582-1-7,811.6,13.9,41.5,93.6,21.8,582,O. cochinillifera,6.73381295,8.11,0.94,0.57,0.07,452.916,57.04217016,453.0569306,0.248198204,185.0222059,58.89439731
264,PARL 582-1-8,859.6,14.7,43.7,97.8,19.7,582,O. cochinillifera,6.653061224,8.11,0.94,0.57,0.07,508.704,60.41578298,504.5319262,0.246587071,194.9650445,62.05930113
265,PARL 582-2-1,842.5,15.7,43.1,96.4,22.2,582,O. cochinillifera,6.140127389,8.11,0.94,0.57,0.07,486.989,59.21393342,531.4553752,0.21714332,194.8975396,62.03781365
266,PARL 582-2-2,936.2,16.5,41.4,96.1,22.9,582,O. cochinillifera,5.824242424,8.11,0.94,0.57,0.07,517.594,65.79950678,536.5054854,0.184944562,190.4104134,60.60951702
267,PARL 582-2-3,986.9,16.7,40.6,94.6,22.6,582,O. cochinillifera,5.664670659,8.11,0.94,0.57,0.07,513.951,69.36288533,532.5156627,0.173974885,187.9317096,59.8205211
268,PARL 582-2-4,961.8,14.6,43,99.4,21.5,582,O. cochinillifera,6.808219178,8.11,0.94,0.57,0.07,520.518,67.59876695,493.072967,0.243103781,192.1314054,61.15732577
269,PARL 582-2-5,744.6,14.3,43.1,95.8,21.8,582,O. cochinillifera,6.699300699,8.11,0.94,0.57,0.07,469.552,52.33316893,484.06445,0.251745195,191.8671201,61.07320115
270,PARL 582-2-6,836.6,16.2,45.6,100.6,18.3,582,O. cochinillifera,6.209876543,8.11,0.94,0.57,0.07,529.949,58.79926017,580.1893313,0.226317278,205.300023,65.34902695
271,PARL 582-2-7,1267.9,17.6,43,99.4,25.3,582,O. cochinillifera,5.647727273,8.11,0.94,0.57,0.07,592.73,89.11257707,594.3893301,0.175679944,198.8380512,63.29211745
272,PARL 582-2-8,897.2,16.8,42.4,99.3,20.3,582,O. cochinillifera,5.910714286,8.11,0.94,0.57,0.07,600.101,63.05844636,559.4548198,0.186997809,194.7834551,62.00149943
273,PARL 582-3-1,994.9,15.6,37.3,103.1,23.9,582,O. cochinillifera,6.608974359,8.11,0.94,0.57,0.07,515.272,69.92515413,457.0074833,0.168270554,173.2582378,55.14980996
274,PARL 582-3-2,1075.4,17.1,43.8,99.7,24.2,582,O. cochinillifera,5.830409357,8.11,0.94,0.57,0.07,571.011,75.58298397,588.2475164,0.192215293,200.6328186,63.86340966
275,PARL 582-3-3,852.9,13.6,45.7,100.2,23,582,O. cochinillifera,7.367647059,8.11,0.94,0.57,0.07,419.424,59.94488286,488.1406665,0.293022303,200.2133884,63.72990086
276,PARL 582-3-4,780.6,13.3,40.3,90.6,21.6,582,O. cochinillifera,6.812030075,8.11,0.94,0.57,0.07,423.618,54.86337855,420.9655616,0.253745266,179.2522485,57.05776282
277,PARL 582-3-5,1150.5,17.9,44.8,101.6,20.8,582,O. cochinillifera,5.675977654,8.11,0.94,0.57,0.07,588.555,80.86128237,629.8264952,0.184064264,206.1513094,65.61999982
278,PARL 582-3-6,1051.2,15.7,45.6,102.6,22.7,582,O. cochinillifera,6.535031847,8.11,0.94,0.57,0.07,526.965,73.88212084,562.2822531,0.237914783,204.2151091,65.00368813
279,PARL 582-3-7,1050.7,15.4,47.1,102.3,24.6,582,O. cochinillifera,6.642857143,8.11,0.94,0.57,0.07,508.929,73.84697904,569.6807038,0.25725184,209.1943493,66.58862952
280,PARL 582-3-8,863.1,14.2,43.6,97.4,20.3,582,O. cochinillifera,6.85915493,8.11,0.94,0.57,0.07,479.747,60.66177559,486.2557109,0.258725351,193.5322111,61.60321609
281,PARL 582-4-1,695.7,13.4,40.3,90.6,18.7,582,O. cochinillifera,6.76119403,8.11,0.94,0.57,0.07,416.069,48.89630086,424.1307162,0.250931966,179.4638918,57.12513098
282,PARL 582-4-2,1104.1,17.4,43.6,104.2,17.8,582,O. cochinillifera,5.988505747,8.11,0.94,0.57,0.07,620.334,77.6001233,595.8344627,0.184477291,200.5821571,63.8472836
