,completeID,fresh_weight,width,height,diameter,thickness,accession,species,D_div_W,mean_freshweight,SEM_mean_fresh,mean_dryweight,SEM_mean_dry,Area,computed_dry_weight,Theo_Area,PartRatio,Pade_Peri,Pade_Derived_Diam
283,PARL 582-4-3,970,16.4,44.2,97.8,23.6,582,O. cochinillifera,5.963414634,8.11,0.94,0.57,0.07,519.672,68.17509248,569.3194207,0.210447777,200.5358642,63.83254811
284,PARL 582-4-4,953.5,16.9,41.4,97.1,20,582,O. cochinillifera,5.74556213,8.11,0.94,0.57,0.07,513.447,67.01541307,549.511679,0.176601773,191.3345964,60.9036936
285,PARL 582-4-5,1013.2,16.4,42.2,98.9,25.3,582,O. cochinillifera,6.030487805,8.11,0.94,0.57,0.07,520.102,71.21134402,543.5583609,0.193840348,193.1322891,61.47591698
286,PARL 582-4-6,1109.8,17.4,43.7,98.9,23.9,582,O. cochinillifera,5.683908046,8.11,0.94,0.57,0.07,546.684,78.00073983,597.2010555,0.185280228,200.9504677,63.96452051
287,PARL 582-4-7,1400.9,18.6,47.3,109.5,24.9,582,O. cochinillifera,5.887096774,8.11,0.94,0.57,0.07,667.402,98.46029593,690.9775962,0.189667519,216.9698805,69.06365795
288,PARL 582-4-8,477.1,11.7,32.2,67,19,582,O. cochinillifera,5.726495726,8.11,0.94,0.57,0.07,273.241,33.5323058,295.8909041,0.218061343,145.5428271,46.32772072
289,PARL 584-1-1,1465.2,22.3,36.2,228,27.18,584,O. ficus-indica,10.22421525,9.71,1.13,0.66,0.08,662.101,99.59134912,634.0205214,0.056457009,186.3864163,59.32863895
290,PARL 584-1-2,2323.9,28.5,44.5,115.5,23.5,584,O. ficus-indica,4.052631579,9.71,1.13,0.66,0.08,1082.723,157.9581874,996.0812207,0.048039032,232.0989068,73.8793766
291,PARL 584-1-3,756.3,19.7,25.6,70.5,23.6,584,O. ficus-indica,3.578680203,9.71,1.13,0.66,0.08,411.257,51.40659114,396.0920018,0.016963194,142.9183154,45.49231271
292,PARL 584-1-4,839.8,16.5,31.3,78.2,24,584,O. ficus-indica,4.739393939,9.71,1.13,0.66,0.08,441.908,57.08218332,405.6188815,0.095866669,153.7892521,48.95263934
293,PARL 584-1-5,1348,21.7,37.2,92.1,26.17,584,O. ficus-indica,4.244239631,9.71,1.13,0.66,0.08,637.628,91.62512873,634.0048134,0.069252078,188.2575153,59.92422828
294,PARL 584-1-6,1800.2,20.5,43,105,26.5,584,O. ficus-indica,5.12195122,9.71,1.13,0.66,0.08,790.214,122.361689,692.328481,0.125550251,205.8033998,65.50925675
295,PARL 584-1-7,1462.6,20.4,42.3,98.5,25.77,584,O. ficus-indica,4.828431373,9.71,1.13,0.66,0.08,661.703,99.4146241,677.7357832,0.121998123,203.032841,64.62736051
296,PARL 584-1-8,1609.2,20.5,44.5,107,25,584,O. ficus-indica,5.219512195,9.71,1.13,0.66,0.08,794.664,109.3791967,716.4794746,0.136331361,211.2247538,67.23492734
297,PARL 584-2-1,1107.9,21.7,36.4,91.6,18.7,584,O. ficus-indica,4.221198157,9.71,1.13,0.66,0.08,629.527,75.30525232,620.3703013,0.064015097,185.4595239,59.03359994
298,PARL 584-2-2,987.5,17.8,33.2,78.2,28.7,584,O. ficus-indica,4.393258427,9.71,1.13,0.66,0.08,430.925,67.1215242,464.1388986,0.091180315,163.8947797,52.16932866
299,PARL 584-2-3,1093.4,20.5,38,81.9,27,584,O. ficus-indica,3.995121951,9.71,1.13,0.66,0.08,576.008,74.31967044,611.8251693,0.08948791,187.9182855,59.81624808
300,PARL 584-2-4,1281.4,20.5,34.2,88.3,29.4,584,O. ficus-indica,4.307317073,9.71,1.13,0.66,0.08,553.295,87.09824923,550.6426524,0.062728728,174.5507584,55.56123204
301,PARL 584-2-5,542.2,14.2,26.2,65.9,19.9,584,O. ficus-indica,4.64084507,9.71,1.13,0.66,0.08,301.912,36.85396498,292.1995327,0.088226644,129.7355669,41.29611354
302,PARL 584-2-6,881.4,17,28.5,74.2,23.3,584,O. ficus-indica,4.364705882,9.71,1.13,0.66,0.08,400.908,59.90978373,380.5254102,0.063881174,145.2345612,46.22959663
303,PARL 584-2-7,840.4,14.6,31.6,76.7,31.1,584,O. ficus-indica,5.253424658,9.71,1.13,0.66,0.08,387.128,57.12296601,362.3512967,0.135398512,150.0976014,47.77755043
304,PARL 584-2-8,813,16.6,30.3,73.5,21.9,584,O. ficus-indica,4.427710843,9.71,1.13,0.66,0.08,398.771,55.26055613,395.0395682,0.085328763,150.5009229,47.90593165
305,PARL 584-3-1,1957.7,26.3,47.2,114.4,21.9,584,O. ficus-indica,4.349809886,9.71,1.13,0.66,0.08,929.859,133.0671473,974.9618641,0.08085705,235.5987507,74.99341153
306,PARL 584-3-2,1406.9,24.4,35.9,94.9,23.6,584,O. ficus-indica,3.889344262,9.71,1.13,0.66,0.08,713.45,95.62863028,687.9773752,0.036371487,191.1645244,60.84955801
307,PARL 584-3-3,859.2,18.8,31.2,78,23.7,584,O. ficus-indica,4.14893617,9.71,1.13,0.66,0.08,468.15,58.40082389,460.6831467,0.061504,159.5043183,50.77180142
308,PARL 584-3-4,430.2,16.8,24.9,64.9,19.9,584,O. ficus-indica,3.863095238,9.71,1.13,0.66,0.08,293.941,29.24119464,328.5477597,0.037730966,132.2430863,42.09428174
309,PARL 584-3-5,927.7,18.2,34.3,84.5,24.1,584,O. ficus-indica,4.642857143,9.71,1.13,0.66,0.08,505.871,63.05684861,490.2926575,0.094044444,168.8347283,53.74176315
310,PARL 584-3-6,1303.6,19.3,43.2,99.6,23.7,584,O. ficus-indica,5.160621762,9.71,1.13,0.66,0.08,626.891,88.60720906,654.8335727,0.14622976,203.5956693,64.80651433
311,PARL 584-3-7,960.3,17.4,27.2,74.5,30.7,584,O. ficus-indica,4.281609195,9.71,1.13,0.66,0.08,394.973,65.27270855,371.7132428,0.048281687,141.8114457,45.13998516
312,PARL 584-3-8,760.9,15.6,30.5,73.5,24.4,584,O. ficus-indica,4.711538462,9.71,1.13,0.66,0.08,368.712,51.7192585,373.6924461,0.104464971,148.6351268,47.3120303
313,PARL 584-4-1,1059.3,18.9,35.2,86.3,21.6,584,O. ficus-indica,4.566137566,9.71,1.13,0.66,0.08,490.124,72.00185376,522.5096901,0.090778014,173.8397163,55.33490033
314,PARL 584-4-2,993.3,19.8,30.7,81.9,23,584,O. ficus-indica,4.136363636,9.71,1.13,0.66,0.08,479.094,67.51575695,477.4121276,0.046587589,160.5036579,51.08990108
315,PARL 584-4-3,584.2,15.6,24.3,66.4,21.6,584,O. ficus-indica,4.256410256,9.71,1.13,0.66,0.08,301.5,39.70875386,297.7287358,0.047543671,126.8439217,40.37567429
316,PARL 584-4-4,1174.3,19.9,40.3,95.9,20.9,584,O. ficus-indica,4.819095477,9.71,1.13,0.66,0.08,622.138,79.81853759,629.8657651,0.11483317,194.5934205,61.94100952
317,PARL 584-4-5,1511.2,19,39.2,96.9,29.9,584,O. ficus-indica,5.1,9.71,1.13,0.66,0.08,598.181,102.7180227,584.9645521,0.120463858,188.3898614,59.96635534
318,PARL 584-4-6,1529.1,23.8,42.7,103.7,20.3,584,O. ficus-indica,4.357142857,9.71,1.13,0.66,0.08,741.041,103.9347065,798.1687375,0.080775623,213.1564773,67.84981404
319,PARL 584-4-7,720.2,16.3,34.8,81.4,17.7,584,O. ficus-indica,4.993865031,9.71,1.13,0.66,0.08,404.368,48.95283213,445.5092542,0.131069504,165.8402595,52.78859413
320,PARL 584-4-8,916,17,38.3,90.4,19.8,584,O. ficus-indica,5.317647059,9.71,1.13,0.66,0.08,485.001,62.26158599,511.3727442,0.148357308,180.2356531,57.37079024
321,PARL 585-1-1,956.2,17.5,35.4,83.5,22.45,585,O. ficus-indica,4.771428571,4.56,0.95,0.32,0.07,489.187,67.10175439,486.5541622,0.114497161,170.9823745,54.42538017
322,PARL 585-1-2,851.6,17.7,32.5,80.1,24.5,585,O. ficus-indica,4.525423729,4.56,0.95,0.32,0.07,532.337,59.76140351,451.8002935,0.086919255,161.153946,51.2968942
323,PARL 585-1-3,1212.4,22.6,38.6,95.2,22,585,O. ficus-indica,4.212389381,4.56,0.95,0.32,0.07,781.788,85.08070175,685.1499418,0.06834978,195.5650745,62.2502966
324,PARL 585-1-4,439.9,14.5,26,64.5,19.5,585,O. ficus-indica,4.448275862,4.56,0.95,0.32,0.07,376.584,30.87017544,296.0951076,0.080627953,129.8123567,41.32055648
325,PARL 585-1-5,382.1,16.2,27.8,65.4,15,585,O. ficus-indica,4.037037037,4.56,0.95,0.32,0.07,348.011,26.81403509,353.7119169,0.069504132,140.6425855,44.76792538
326,PARL 585-1-6,996.1,18.7,40.8,93.9,26,585,O. ficus-indica,5.021390374,4.56,0.95,0.32,0.07,709.003,69.90175439,599.2273827,0.137959184,193.4293345,61.57046943
327,PARL 585-1-7,722.3,15.8,34.5,83,21,585,O. ficus-indica,5.253164557,4.56,0.95,0.32,0.07,566.684,50.6877193,428.1205389,0.138212475,163.5311216,52.05357272
328,PARL 585-1-8,655.8,15.2,29,23.5,24,585,O. ficus-indica,1.546052632,4.56,0.95,0.32,0.07,501.842,46.02105263,346.2035104,0.097479577,142.2634914,45.28387575
329,PARL 585-2-1,787.4,18.4,29.9,75.4,20,585,O. ficus-indica,4.097826087,4.56,0.95,0.32,0.07,415.206,55.25614035,432.0946536,0.056689342,153.8971491,48.986984
330,PARL 585-2-2,880.5,20.2,32.6,83.1,20.9,585,O. ficus-indica,4.113861386,4.56,0.95,0.32,0.07,499.762,61.78947368,517.2003986,0.055153811,168.1712611,53.53057499
331,PARL 585-2-3,457.2,18.3,33,72.6,15.3,585,O. ficus-indica,3.967213115,4.56,0.95,0.32,0.07,367.564,32.08421053,474.3019509,0.082110735,164.4893545,52.35858771
332,PARL 585-2-4,973.9,19.3,35.9,83,21.4,585,O. ficus-indica,4.300518135,4.56,0.95,0.32,0.07,476.465,68.34385965,544.1788255,0.090435308,177.3593183,56.45522441
333,PARL 585-2-5,581.2,16.2,28.5,71.9,18.2,585,O. ficus-indica,4.438271605,4.56,0.95,0.32,0.07,356.023,40.78596491,362.618332,0.07571731,143.1002441,45.55022242
334,PARL 585-2-6,829.8,17.4,32.4,81.3,20.8,585,O. ficus-indica,4.672413793,4.56,0.95,0.32,0.07,440.719,58.23157895,442.7760686,0.090724343,160.0203877,50.93607138
335,PARL 585-2-7,452.4,14.2,22.9,60.4,20.1,585,O. ficus-indica,4.253521127,4.56,0.95,0.32,0.07,272.125,31.74736842,255.3957748,0.054990882,118.1610106,37.61181784
336,PARL 585-2-8,692,18.3,33,69.8,18.5,585,O. ficus-indica,3.81420765,4.56,0.95,0.32,0.07,393.38,48.56140351,474.3019509,0.082110735,164.4893545,52.35858771
337,PARL 585-3-1,1020.1,23.3,37.9,88.4,19.6,585,O. ficus-indica,3.793991416,4.56,0.95,0.32,0.07,576.333,71.58596491,693.5615562,0.056911872,195.0108881,62.07389359
338,PARL 585-3-2,981.4,21.3,38.6,90.7,20.4,585,O. ficus-indica,4.258215962,4.56,0.95,0.32,0.07,506.076,68.87017544,645.738662,0.083413926,192.1265315,61.15577438
339,PARL 585-3-3,918.4,20.6,32.4,80.6,21.6,585,O. ficus-indica,3.912621359,4.56,0.95,0.32,0.07,477.378,64.44912281,524.2061502,0.049569242,168.5742577,53.65885278
340,PARL 585-3-4,818,20.5,36.6,85.8,21.8,585,O. ficus-indica,4.185365854,4.56,0.95,0.32,0.07,497.15,57.40350877,589.284242,0.079502271,182.9683933,58.24064845
341,PARL 585-3-5,449,16.4,32.8,76.7,14.4,585,O. ficus-indica,4.676829268,4.56,0.95,0.32,0.07,399.434,31.50877193,422.4813801,0.111111111,158.8905364,50.57642857
342,PARL 585-3-6,903.4,19,33.1,82.8,25.2,585,O. ficus-indica,4.357894737,4.56,0.95,0.32,0.07,485.501,63.39649123,493.936905,0.073242436,166.6879776,53.05843118
343,PARL 585-3-7,963.8,19.9,30.7,77.6,26.2,585,O. ficus-indica,3.899497487,4.56,0.95,0.32,0.07,431.553,67.63508772,479.8233,0.045556094,160.7802539,51.17794432
344,PARL 585-3-8,1175.2,20.2,35.1,85.1,26.3,585,O. ficus-indica,4.212871287,4.56,0.95,0.32,0.07,510.698,82.47017544,556.8630058,0.072597602,176.8977416,56.30829999
345,PARL 585-4-1,649.8,16.6,33.6,81.4,16.5,585,O. ficus-indica,4.903614458,4.56,0.95,0.32,0.07,437.01,45.6,438.0636796,0.114680719,162.2628313,51.64986335
346,PARL 585-4-2,828.5,18.6,32.7,79.6,22.2,585,O. ficus-indica,4.279569892,4.56,0.95,0.32,0.07,439.991,58.14035088,477.6948709,0.075544612,164.2221134,52.27352221
347,PARL 585-4-3,544.2,15.4,22.6,57.8,26.6,585,O. ficus-indica,3.753246753,4.56,0.95,0.32,0.07,242.276,38.18947368,273.3499768,0.035900277,120.4543951,38.3418248
348,PARL 585-4-4,445.9,16.5,29.1,66.8,15,585,O. ficus-indica,4.048484848,4.56,0.95,0.32,0.07,321.793,31.29122807,377.1089282,0.076350416,146.004353,46.474629
349,PARL 585-4-5,860.9,18.5,34.4,82,23.3,585,O. ficus-indica,4.432432432,4.56,0.95,0.32,0.07,449.483,60.41403509,499.8273912,0.090340586,169.9653652,54.10165606
350,PARL 585-4-6,1015.2,18.6,36.7,86.1,22.6,585,O. ficus-indica,4.629032258,4.56,0.95,0.32,0.07,495.716,71.24210526,536.1284943,0.10712896,178.4149652,56.79124727
351,PARL 585-4-7,678,21,30.9,75.1,21.6,585,O. ficus-indica,3.576190476,4.56,0.95,0.32,0.07,406.453,47.57894737,509.6448682,0.036386114,164.5352394,52.37319332
352,PARL 585-4-8,762.8,17.9,32.1,79,23.1,585,O. ficus-indica,4.413407821,4.56,0.95,0.32,0.07,423.686,53.52982456,451.2819307,0.080656,160.2632816,51.01338693
353,PARL 839-1-1,1587.7,29.4,46.9,119.4,17,839,O.undulata,4.06122449,3.97,0.94,0.33,0.07,1077.263,131.975063,1082.954112,0.052605,242.866423,77.30678346
354,PARL 839-1-2,941.3,35,41,95.3,14,839,O.undulata,2.722857143,3.97,0.94,0.33,0.07,764.287,78.2440806,1127.046364,0.006232687,239.1332175,76.11846725
355,PARL 839-1-3,885.9,24.6,34.7,94.6,19,839,O.undulata,3.845528455,3.97,0.94,0.33,0.07,810.49,73.63904282,670.4315802,0.02900904,187.6499821,59.73084444
356,PARL 839-1-4,1131.2,24.2,34.5,94.5,22,839,O.undulata,3.904958678,3.97,0.94,0.33,0.07,656.562,94.02921914,655.7289266,0.030789189,185.8337115,59.15270756
357,PARL 839-1-5,1147.4,31.1,37.4,99.4,15,839,O.undulata,3.196141479,3.97,0.94,0.33,0.07,769.322,95.37581864,913.5280198,0.008458629,215.6544102,68.64493076
358,PARL 839-1-6,948,24.4,31,90.5,17,839,O.undulata,3.709016393,3.97,0.94,0.33,0.07,647.915,78.80100756,594.0751708,0.014192808,174.6623269,55.59674539
359,PARL 839-1-7,1267,25.6,37.8,99.7,16,839,O.undulata,3.89453125,3.97,0.94,0.33,0.07,754.456,105.3173804,760.0140948,0.037028929,201.0251088,63.9882795
360,PARL 839-1-8,1098.2,23.4,38.4,98.5,17,839,O.undulata,4.209401709,3.97,0.94,0.33,0.07,721.762,91.2861461,705.7273737,0.058912244,197.0205713,62.71359562
361,PARL 839-2-1,557.3,20.3,30.1,74.9,17.9,839,O.undulata,3.689655172,3.97,0.94,0.33,0.07,401.356,46.32468514,479.9018398,0.037808642,159.8364599,50.87752536
362,PARL 839-2-2,939.9,21.9,35.2,88.2,21.5,839,O.undulata,4.02739726,3.97,0.94,0.33,0.07,593.937,78.12770781,605.4477362,0.054253913,181.826388,57.87713686
363,PARL 839-2-3,361.9,15.6,26,66.5,15.2,839,O.undulata,4.262820513,3.97,0.94,0.33,0.07,323.411,30.08236776,318.5574951,0.0625,132.7403929,42.25257937
364,PARL 839-2-4,918.8,23.9,34.2,94,12.5,839,O.undulata,3.933054393,3.97,0.94,0.33,0.07,628.393,76.37380353,641.9687508,0.031428394,183.9635014,58.55740121
365,PARL 839-2-5,1362.3,28,38.7,107.2,16.2,839,O.undulata,3.828571429,3.97,0.94,0.33,0.07,850.444,113.2390428,851.0574499,0.025734509,210.8945418,67.12981761
366,PARL 839-2-6,787.8,24.1,31.9,88.9,16.4,839,O.undulata,3.68879668,3.97,0.94,0.33,0.07,607.124,65.48463476,603.806254,0.01940051,176.7835073,56.27193808
367,PARL 839-2-7,703.6,17,26,73.4,28.7,839,O.undulata,4.317647059,3.97,0.94,0.33,0.07,382.341,58.48564232,347.1459882,0.043807463,136.5720507,43.4722339
368,PARL 839-2-8,1254.7,26.4,36.9,102.5,18.4,839,O.undulata,3.882575758,3.97,0.94,0.33,0.07,792.111,104.2949622,765.1034749,0.027515105,200.2331165,63.73618053
369,PARL 839-3-1,1009.4,23.9,35.5,87.2,21.5,839,O.undulata,3.648535565,3.97,0.94,0.33,0.07,541.234,83.90478589,666.3710717,0.038136698,188.3940633,59.96769283
370,PARL 839-3-2,946.4,27.9,41.4,97.9,11.8,839,O.undulata,3.508960573,3.97,0.94,0.33,0.07,705.48,78.66801008,907.1820026,0.037949064,219.782812,69.95904186
371,PARL 839-3-3,987,24.7,36.1,96.5,14.6,839,O.undulata,3.906882591,3.97,0.94,0.33,0.07,704.171,82.04282116,700.3159804,0.03515625,192.6913434,61.33555958
372,PARL 839-3-4,877.6,24.4,31.4,89.9,16,839,O.undulata,3.68442623,3.97,0.94,0.33,0.07,591.546,72.94911839,601.7406569,0.015737208,175.9912377,56.01975083
373,PARL 839-3-5,1263.5,26.1,34,95.1,23.1,839,O.undulata,3.643678161,3.97,0.94,0.33,0.07,689.956,105.0264484,696.9623302,0.017278468,189.6261887,60.35989055
374,PARL 839-3-6,943.8,23.6,39.2,98.4,15,839,O.undulata,4.169491525,3.97,0.94,0.33,0.07,702.965,78.45188917,726.5875489,0.061706357,200.3474834,63.77258463
375,PARL 839-3-7,946,22.6,34,89.6,20.2,839,O.undulata,3.96460177,3.97,0.94,0.33,0.07,600,78.63476071,603.4999488,0.040567369,179.6221264,57.17549861
376,PARL 839-3-8,900.4,22.1,40.4,96.3,17.5,839,O.undulata,4.357466063,3.97,0.94,0.33,0.07,628.918,74.84433249,701.2348962,0.08573184,200.5809359,63.84689489
377,PARL 839-4-1,996.7,25.6,36.8,101.5,14.8,839,O.undulata,3.96484375,3.97,0.94,0.33,0.07,735.663,82.84911839,739.9079018,0.032215648,197.6174381,62.90358422
378,PARL 839-4-2,788.7,23.7,36.9,90.3,12.4,839,O.undulata,3.810126582,3.97,0.94,0.33,0.07,578.965,65.55944584,686.8542558,0.047446329,192.6455058,61.32096903
379,PARL 839-4-3,599,21.6,36.6,85.8,11.2,839,O.undulata,3.972222222,3.97,0.94,0.33,0.07,509.909,49.79093199,620.9043721,0.066425763,185.8898441,59.17057511
380,PARL 839-4-4,1481.9,28.6,36.9,106.9,18.8,839,O.undulata,3.737762238,3.97,0.94,0.33,0.07,767.38,123.1806045,828.8620978,0.016057339,206.6011982,65.76320388
381,PARL 839-4-5,417.8,18.8,31.7,75.2,9.97,839,O.undulata,4,3.97,0.94,0.33,0.07,410.874,34.72896725,468.0658895,0.065252426,161.2492403,51.32722733
382,PARL 839-4-6,898.3,28.2,30.6,88.6,15,839,O.undulata,3.141843972,3.97,0.94,0.33,0.07,594.274,74.6697733,677.7357832,0.001665973,184.802593,58.82449235
383,PARL 839-4-7,948.9,22.4,42.3,101.6,11.5,839,O.undulata,4.535714286,3.97,0.94,0.33,0.07,NA,78.87581864,744.1804678,0.094601406,208.0973513,66.23944421
384,PARL 839-4-8,674.9,22.8,23.9,79.3,20.4,839,O.undulata,3.478070175,3.97,0.94,0.33,0.07,414.758,56.1,427.9791672,0.000554819,146.7327273,46.70647774
385,PARL 845-1-1,857,22.6,35.5,92.5,14.3,845,O. ficus-indica,4.092920354,7.59,0.94,0.71,0.07,643.653,80.16732543,630.1249465,0.049297757,184.7830879,58.81828367
386,PARL 845-1-2,454.5,17.1,31.6,75.4,13.5,845,O. ficus-indica,4.409356725,7.59,0.94,0.71,0.07,386.661,42.51581028,424.3977516,0.088649866,156.4055339,49.78542771
387,PARL 845-1-3,831,22.4,28.9,79.3,19.3,845,O. ficus-indica,3.540178571,7.59,0.94,0.71,0.07,499.65,77.73517787,508.4353551,0.016054323,161.8111983,51.50610411
388,PARL 845-1-4,734.8,21.8,29.9,75,18.3,845,O. ficus-indica,3.440366972,7.59,0.94,0.71,0.07,474.802,68.73623188,511.9382309,0.024546465,163.41859,52.01775279
389,PARL 845-1-5,464.2,15.8,24.3,66.2,16.3,845,O. ficus-indica,4.189873418,7.59,0.94,0.71,0.07,334.149,43.42318841,301.5457709,0.044931313,127.3969721,40.5517157
390,PARL 845-1-6,719.7,19.2,26.9,73.7,18.3,845,O. ficus-indica,3.838541667,7.59,0.94,0.71,0.07,411.551,67.32371542,405.6424434,0.027898419,145.839309,46.42209386
391,PARL 845-1-7,958.2,21.3,33.6,87.6,19.4,845,O. ficus-indica,4.112676056,7.59,0.94,0.71,0.07,572.141,89.63399209,562.0937576,0.050195587,174.6446644,55.59112324
392,PARL 845-1-8,830.7,25.5,35.4,89,13.3,845,O. ficus-indica,3.490196078,7.59,0.94,0.71,0.07,603.515,77.70711462,708.9789221,0.026426266,192.5890822,61.30300884
393,PARL 845-2-1,457.8,15.2,26.2,63.7,19.2,845,O. ficus-indica,4.190789474,7.59,0.94,0.71,0.07,299.143,42.82450593,312.7769646,0.070596747,132.3677336,42.13395821
394,PARL 845-2-2,1121.6,24.6,35.2,93.9,17.3,845,O. ficus-indica,3.817073171,7.59,0.94,0.71,0.07,652.543,104.9191041,680.0919776,0.03142023,189.3458696,60.27066219
395,PARL 845-2-3,1398.4,23.5,41.6,103.4,15,845,O. ficus-indica,4.4,7.59,0.94,0.71,0.07,782.938,130.8121212,767.8052445,0.077302791,208.4896009,66.36430113
396,PARL 845-2-4,744.3,20.1,31.6,82.3,12.9,845,O. ficus-indica,4.094527363,7.59,0.94,0.71,0.07,536.732,69.62490119,498.8534975,0.04947828,164.4357006,52.34150914
397,PARL 845-2-5,557,17.6,24.5,68,17.6,845,O. ficus-indica,3.863636364,7.59,0.94,0.71,0.07,355.805,52.10408432,338.6636881,0.026861731,133.1507421,42.38319757
398,PARL 845-2-6,373.7,19.4,23.2,62.3,11.1,845,O. ficus-indica,3.211340206,7.59,0.94,0.71,0.07,321.521,34.95744401,353.4920054,0.007956975,134.0982039,42.68478401
399,PARL 845-2-7,1596,25.3,42.5,110,21.3,845,O. ficus-indica,4.347826087,7.59,0.94,0.71,0.07,894.717,149.2964427,844.4993752,0.064357254,216.4410154,68.89531499
400,PARL 845-2-8,1067.1,19.6,36.2,92.7,16.7,845,O. ficus-indica,4.729591837,7.59,0.94,0.71,0.07,612.349,99.82094862,557.2557049,0.088500919,179.2013811,57.04157121
401,PARL 845-3-1,1213.5,24.2,35.4,92.1,21.2,845,O. ficus-indica,3.805785124,7.59,0.94,0.71,0.07,615.582,113.5158103,672.8348986,0.035313725,188.895629,60.12734616
402,PARL 845-3-2,699.4,21.3,33.9,86.5,16.8,845,O. ficus-indica,4.061032864,7.59,0.94,0.71,0.07,503.196,65.42476943,567.1124518,0.052103025,175.6822409,55.92139409
403,PARL 845-3-3,909.4,20.7,28.1,77.1,27.4,845,O. ficus-indica,3.724637681,7.59,0.94,0.71,0.07,437.795,85.06903821,456.8425497,0.022994491,154.1923152,49.08093829
404,PARL 845-3-4,1207.1,22.9,38.4,97.9,19.7,845,O. ficus-indica,4.27510917,7.59,0.94,0.71,0.07,677.038,112.9171278,690.647729,0.063935556,195.6703012,62.2837913
405,PARL 845-3-5,555.4,19.2,27.5,73.4,12.2,845,O. ficus-indica,3.822916667,7.59,0.94,0.71,0.07,438.499,51.9544137,414.6902303,0.031588021,147.8732709,47.06952403
406,PARL 845-3-6,888.6,22.3,34.8,89.6,16.9,845,O. ficus-indica,4.01793722,7.59,0.94,0.71,0.07,582.186,83.12332016,609.5003907,0.047923421,181.5406408,57.78618072
407,PARL 845-3-7,1191.6,22.4,37.2,94.8,20.6,845,O. ficus-indica,4.232142857,7.59,0.94,0.71,0.07,628.733,111.4671937,654.4565816,0.061663889,190.1366908,60.52238841
408,PARL 845-3-8,1355.9,25.1,43.2,106.4,19.2,845,O. ficus-indica,4.239043825,7.59,0.94,0.71,0.07,807.277,126.8364954,851.6229365,0.07022888,218.3548758,69.50451566
409,PARL 845-4-1,456.6,15.7,25.6,66.3,16.2,845,O. ficus-indica,4.222929936,7.59,0.94,0.71,0.07,313.087,42.71225296,315.6672298,0.057460617,131.6184146,41.89544257
410,PARL 845-4-2,829.5,19.6,33.9,81.8,21.4,845,O. ficus-indica,4.173469388,7.59,0.94,0.71,0.07,437.214,77.59486166,521.8499557,0.071443794,171.0908379,54.45990515
411,PARL 845-4-3,749.3,20.2,33.4,86.6,18.3,845,O. ficus-indica,4.287128713,7.59,0.94,0.71,0.07,497.725,70.09262187,529.8924329,0.060648251,170.9523231,54.41581449
412,PARL 845-4-4,501.5,16.1,29.1,65.7,20.3,845,O. ficus-indica,4.080745342,7.59,0.94,0.71,0.07,291.298,46.91238472,367.9668935,0.082719868,144.9520456,46.13966913
413,PARL 845-4-5,495.5,17.1,24.2,64.1,19.5,845,O. ficus-indica,3.748538012,7.59,0.94,0.71,0.07,288.803,46.35111989,325.013468,0.029554022,130.7082027,41.60571312
414,PARL 845-4-6,609.8,18.3,29.7,75.3,16.8,845,O. ficus-indica,4.114754098,7.59,0.94,0.71,0.07,382.758,57.04321476,426.8717558,0.05640625,152.9305167,48.67929538
415,PARL 845-4-7,660.4,17.3,34.6,84.2,16.8,845,O. ficus-indica,4.867052023,7.59,0.94,0.71,0.07,448.892,61.77654809,470.1236326,0.111111111,167.6101391,53.35196429
416,PARL 845-4-8,467.9,18.2,27.4,69.2,16.9,845,O. ficus-indica,3.802197802,7.59,0.94,0.71,0.07,356.23,43.76930171,391.6623561,0.040704832,144.7181811,46.06522775
417,PARL 854-1-1,645.5,18.6,28,73.6,23.41,854,O. ficus-indica,3.956989247,2.31,0.94,0.21,0.07,412.126,58.68181818,409.0353635,0.040689642,147.8912666,47.07525224
418,PARL 854-1-2,479.6,15.3,24,64,20.47,854,O. ficus-indica,4.183006536,2.31,0.94,0.21,0.07,305.532,43.6,288.3982056,0.049006468,124.9819227,39.7829816
419,PARL 854-1-3,436.7,16.2,30.6,72.4,21.27,854,O. ficus-indica,4.469135802,2.31,0.94,0.21,0.07,376.755,39.7,389.3375776,0.094674556,150.5275446,47.91440559
420,PARL 854-1-4,307.6,14.2,24,62.5,13,854,O. ficus-indica,4.401408451,2.31,0.94,0.21,0.07,600.126,27.96363636,267.6636941,0.065815082,121.9916955,38.83116272
421,PARL 854-1-5,564.7,19.3,28.4,71.7,18.34,854,O. ficus-indica,3.715025907,2.31,0.94,0.21,0.07,395.247,51.33636364,430.4924413,0.036395361,151.2205969,48.135011
422,PARL 854-1-6,517.5,18,27,69.5,16.27,854,O. ficus-indica,3.861111111,2.31,0.94,0.21,0.07,369.877,47.04545455,381.7035074,0.04,142.7889561,45.45113636
423,PARL 854-1-7,578.7,17.1,25.6,67.7,21.54,854,O. ficus-indica,3.959064327,2.31,0.94,0.21,0.07,343.71,52.60909091,343.8159,0.03962617,135.4782536,43.12406749
424,PARL 854-1-8,398.5,14.5,24.5,62.5,17.32,854,O. ficus-indica,4.310344828,2.31,0.94,0.21,0.07,310.113,36.22727273,279.0126975,0.06574622,124.5443684,39.64370372
