"completeID","fresh_weight","width","height","diameter","thickness","accession","species","pad_id","dataset","H_div_W","FW_div_W","FW_div_D","FW_div_H","FW_div_T","D_div_W","Area","dry_weight","Eccentricity","PartRatio","Pade_Peri","Pade_Derived_Diam","diamRatio"
"PARL 246-2-4",609.9,18.1,29.3,75.5,15.2,246,"O. ficus-indica",1,"Year 1",1.61878453038674,33.6961325966851,8.07814569536424,20.8156996587031,40.125,4.17127071823204,"408.747",35.2418632075472,18.118771331058,0.0558315084833271,150.624168863554,47.9451620474858,0.635035258907097
"PARL 246-2-5",295.5,10.8,25.4,60.2,19.5,246,"O. ficus-indica",1,"Year 1",2.35185185185185,27.3611111111111,4.90863787375415,11.6338582677165,15.1538461538462,5.57407407407407,"209.728",17.0748820754717,20.807874015748,0.162662922377217,117.642535565892,37.4467821063517,0.622039569872951
"PARL 246-2-6",807.8,20.2,37.6,92.1,13.7,246,"O. ficus-indica",1,"Year 1",1.86138613861386,39.990099009901,8.77090119435396,21.4840425531915,58.963503649635,4.55940594059406,"551.318",46.6771226415094,26.7478723404255,0.0906239149435472,185.004136824165,58.8886457360305,0.639398976504131
"PARL 246-2-8",416.4,13.4,36.4,79.3,13,246,"O. ficus-indica",1,"Year 1",2.71641791044776,31.0746268656716,5.25094577553594,11.4395604395604,32.0307692307692,5.91791044776119,"341.545",24.0608490566038,31.467032967033,0.213303011241754,163.611742728688,52.0792352063004,0.65673688784742
"PARL 246-3-1",447,16.6,30.4,73.4,14.4,246,"O. ficus-indica",1,"Year 1",1.83132530120482,26.9277108433735,6.08991825613079,14.7039473684211,31.0416666666667,4.42168674698795,"346.133",25.8290094339623,21.3355263157895,0.0862109551833408,150.297483398385,47.8411748342502,0.651787123082428
"PARL 246-3-2",292.5,14.3,23.6,56.4,12.7,246,"O. ficus-indica",1,"Year 1",1.65034965034965,20.4545454545455,5.18617021276596,12.3940677966102,23.0314960629921,3.94405594405594,"246.713",16.9015330188679,14.9351694915254,0.0602126133903273,120.544881368192,38.3706274683477,0.680330274261485
"PARL 246-3-3",388.3,13.5,32.6,74.7,13,246,"O. ficus-indica",1,"Year 1",2.41481481481481,28.762962962963,5.19812583668005,11.9110429447853,29.8692307692308,5.53333333333333,"307.079",22.4371462264151,27.009509202454,0.1716583302356,150.103707726331,47.7794941221333,0.639618395209281
"PARL 246-3-4",503.7,16.4,35.2,83,13.2,246,"O. ficus-indica",1,"Year 1",2.14634146341463,30.7134146341463,6.06867469879518,14.3096590909091,38.1590909090909,5.0609756097561,"414.577",29.1053066037736,27.5590909090909,0.132744426416682,166.627200268748,53.0390851526688,0.639025122321311
"PARL 246-3-5",417.9,16.6,28.1,70.1,13.2,246,"O. ficus-indica",1,"Year 1",1.69277108433735,25.1746987951807,5.96148359486448,14.8718861209964,31.6590909090909,4.22289156626506,"337.507",24.1475235849057,18.2935943060498,0.066188209740302,142.348955522115,45.3110798306258,0.646377743660853
"PARL 246-3-6",604.6,18.4,33.5,81.9,15,246,"O. ficus-indica",1,"Year 1",1.82065217391304,32.8586956521739,7.38217338217338,18.0477611940299,40.3066666666667,4.45108695652174,"439.32",34.9356132075472,23.3937313432836,0.0846484828909902,165.912764281057,52.8116731147412,0.644831173562164
"PARL 246-3-7",459.5,13.7,32.7,78.3,14.2,246,"O. ficus-indica",1,"Year 1",2.38686131386861,33.5401459854015,5.86845466155811,14.0519877675841,32.3591549295775,5.71532846715328,"334.573",26.5512971698113,26.960244648318,0.16767612960761,150.951933142201,48.0494926577173,0.613658910060246
"PARL 246-3-8",452.7,15.4,28.6,68.3,16.7,246,"O. ficus-indica",1,"Year 1",1.85714285714286,29.3961038961039,6.62811127379209,15.8286713286713,27.1077844311377,4.43506493506493,"303.164",26.1583726415094,20.3076923076923,0.09,140.815262017011,44.8228900255754,0.656264861282217
"PARL 246-4-1",790.7,17.6,36,85,15.8,246,"O. ficus-indica",1,"Year 1",2.04545454545455,44.9261363636364,9.30235294117647,21.9638888888889,50.0443037974684,4.82954545454545,"431.254",45.6890330188679,27.3955555555556,0.117843617732234,172.542453652724,54.9219687840707,0.646140809224361
"PARL 246-4-2",434.4,15.6,25.8,64.8,19.1,246,"O. ficus-indica",1,"Year 1",1.65384615384615,27.8461538461538,6.7037037037037,16.8372093023256,22.7434554973822,4.15384615384615,"264.572",25.1009433962264,16.3674418604651,0.0607015332913254,131.690310602089,41.9183277792589,0.646887774371279
"PARL 246-4-3",300.8,13.2,27.4,64.1,13.9,246,"O. ficus-indica",1,"Year 1",2.07575757575758,22.7878787878788,4.69266770670827,10.978102189781,21.6402877697842,4.85606060606061,"250.572",17.3811320754717,21.0408759124088,0.122327646873256,130.817946776551,41.6406457492412,0.649620058490503
"PARL 246-4-4",341.4,11.6,30.1,67.3,14,246,"O. ficus-indica",1,"Year 1",2.5948275862069,29.4310344827586,5.07280832095097,11.3421926910299,24.3857142857143,5.80172413793103,"243.529",19.7271226415094,25.6295681063123,0.196820960497789,136.51292024456,43.4534121056627,0.645667341837484
"PARL 246-4-5",530.7,15.2,29.5,72.1,19.4,246,"O. ficus-indica",1,"Year 1",1.94078947368421,34.9144736842105,7.36061026352289,17.9898305084746,27.3556701030928,4.74342105263158,"324.704",30.6654481132075,21.6681355932203,0.102342737314135,143.425138759185,45.6536395943307,0.633198884803477
"PARL 246-4-6",336.1,14.1,30.5,71.6,10.7,246,"O. ficus-indica",1,"Year 1",2.16312056737589,23.8368794326241,4.69413407821229,11.0196721311475,31.411214953271,5.07801418439716,"305.962",19.4208726415094,23.9816393442623,0.135212853666874,144.097942411328,45.8677996482684,0.640611726931123
"PARL 246-4-7",479.3,12.8,34.2,76.7,16.8,246,"O. ficus-indica",1,"Year 1",2.671875,37.4453125,6.2490221642764,14.0146198830409,28.5297619047619,5.9921875,"303.799",27.6954009433962,29.4093567251462,0.207315527387958,154.212625274772,49.0874031993163,0.639992219026288
"PARL 246-4-8",534.6,16.2,28.1,70.5,15.7,246,"O. ficus-indica",1,"Year 1",1.73456790123457,33,7.58297872340426,19.0249110320285,34.0509554140127,4.35185185185185,"332.518",30.8908018867925,18.7604982206406,0.0721583294691948,141.249903555883,44.9612407243444,0.637748095380771
"PARL 319-1-2",881.1,15.1,37.6,85.8,23.7,319,"O. cochinillifera",1,"Year 1",2.49006622516556,58.3509933774834,10.2692307692308,23.4335106382979,37.1772151898734,5.68211920529801,"558.622",60.5567010309278,31.5359042553192,0.182282008720731,171.984724267308,54.7444380068774,0.638047063017219
"PARL 319-1-3",673.2,13.3,39.1,89,19.2,319,"O. cochinillifera",1,"Year 1",2.93984962406015,50.6165413533835,7.56404494382023,17.2173913043478,35.0625,6.69172932330827,"511.394",46.2680412371134,34.5759590792839,0.242424683876231,173.248717403185,55.1467795180956,0.619626736158378
"PARL 319-1-4",627.4,12.2,35.2,81.9,21,319,"O. cochinillifera",1,"Year 1",2.88524590163934,51.4262295081967,7.66056166056166,17.8238636363636,29.8761904761905,6.71311475409836,"444.983",43.1202749140893,30.9715909090909,0.235450159340562,156.478732010843,49.8087273765553,0.60816516943291
"PARL 319-1-5",1204.7,14.4,17.5,102.8,25.5,319,"O. cochinillifera",1,"Year 1",1.21527777777778,83.6597222222222,11.7188715953307,68.84,47.243137254902,7.13888888888889,"768",82.7972508591065,5.65085714285714,0.00944369650455479,100.409501562816,31.9613370142311,0.310907947609252
"PARL 319-1-6",920.5,16.5,42,96.6,20,319,"O. cochinillifera",1,"Year 1",2.54545454545455,55.7878787878788,9.52898550724638,21.9166666666667,46.025,5.85454545454545,"692.703",63.2646048109966,35.5178571428571,0.190006574621959,191.230035750241,60.8704109145815,0.63012847737662
"PARL 319-1-7",1227.9,15.5,43.8,98.6,27.6,319,"O. cochinillifera",1,"Year 1",2.8258064516129,79.2193548387097,12.4533468559838,28.0342465753425,44.4891304347826,6.36129032258065,"713.856",84.3917525773196,38.3148401826484,0.227752673831008,195.435288287756,62.2089843711718,0.63092276238511
"PARL 319-1-8",830.5,14.6,44.6,99.8,21,319,"O. cochinillifera",1,"Year 1",3.05479452054795,56.8835616438356,8.32164328657315,18.6210762331839,39.5476190476191,6.83561643835616,"643.573",57.0790378006873,39.8206278026906,0.256802410518627,196.349241982136,62.4999048676074,0.626251551779633
"PARL 319-2-1",1050.7,17.3,45.2,100.5,23.5,319,"O. cochinillifera",1,"Year 1",2.61271676300578,60.7341040462428,10.4547263681592,23.2455752212389,44.7106382978723,5.80924855491329,"555.725",72.213058419244,38.5785398230089,0.19927296,204.713943884012,65.1624721779547,0.648382807740842
"PARL 319-2-2",971.5,16.4,43.2,98.9,22.2,319,"O. cochinillifera",1,"Year 1",2.63414634146342,59.2378048780488,9.82305358948433,22.4884259259259,43.7612612612613,6.03048780487805,"536.166",66.7697594501718,36.9740740740741,0.202198099184721,195.33853504915,62.1781868588033,0.628697541545028
"PARL 319-2-3",1210.2,19.3,44.8,103.2,24.7,319,"O. cochinillifera",1,"Year 1",2.32124352331606,62.7046632124352,11.7267441860465,27.0133928571429,48.9959514170041,5.34715025906736,"614.857",83.1752577319588,36.4854910714286,0.158257500346816,208.116204329354,66.2454453130791,0.641913229777898
"PARL 319-2-4",1230.7,15.6,52.8,115.9,23.1,319,"O. cochinillifera",1,"Year 1",3.38461538461538,78.8910256410256,10.618636755824,23.3087121212121,53.2770562770563,7.42948717948718,"604.193",84.5841924398625,48.1909090909091,0.295783317943983,228.826345504382,72.8376879933527,0.628452873109169
"PARL 319-2-5",1002.5,12.4,47.4,102,32.1,319,"O. cochinillifera",1,"Year 1",3.82258064516129,80.8467741935484,9.82843137254902,21.1497890295359,31.2305295950156,8.2258064516129,"407.113",68.9003436426117,44.1561181434599,0.342557689511303,202.163771424714,64.3507270726866,0.630889481104771
"PARL 319-2-6",1134.4,16.4,48.8,107.4,26.1,319,"O. cochinillifera",1,"Year 1",2.97560975609756,69.1707317073171,10.5623836126629,23.2459016393443,43.4636015325671,6.54878048780488,"582.961",77.9656357388316,43.2885245901639,0.246941924799579,215.782251067464,68.6856237777666,0.639530947651458
"PARL 319-2-7",1661.8,17.8,52.6,114.8,26.7,319,"O. cochinillifera",1,"Year 1",2.95505617977528,93.3595505617977,14.4756097560976,31.5931558935361,62.2397003745318,6.44943820224719,"701.061",114.213058419244,46.5764258555133,0.244350464876033,232.85972453426,74.1215524132892,0.645658122066979
"PARL 319-2-8",1285.2,16.2,47.3,107.4,29.1,319,"O. cochinillifera",1,"Year 1",2.91975308641975,79.3333333333333,11.9664804469274,27.1712473572939,44.1649484536082,6.62962962962963,"592.967",88.3298969072165,41.7515856236786,0.239868559737119,209.831055644649,66.7912994400727,0.621892918436431
"PARL 319-3-1",1420.3,17.2,56.1,123.4,20.9,319,"O. cochinillifera",1,"Year 1",3.26162790697674,82.5755813953488,11.5097244732577,25.3172905525847,67.9569377990431,7.17441860465116,"698.025",97.6151202749141,50.826559714795,0.281638001150219,244.450273528068,77.8109387443157,0.630558660812931
"PARL 319-3-2",1259.9,19.9,48.5,111.3,23.6,319,"O. cochinillifera",1,"Year 1",2.43718592964824,63.3115577889447,11.3198562443845,25.9773195876289,53.385593220339,5.5929648241206,"712.356",86.5910652920962,40.3348453608247,0.174831572107657,222.864859468606,70.9400880518186,0.63737725113943
"PARL 319-3-3",942.8,13.8,51.7,111.8,21.3,319,"O. cochinillifera",1,"Year 1",3.7463768115942,68.3188405797101,8.43291592128801,18.2359767891683,44.2629107981221,8.10144927536232,"530.516",64.7972508591065,48.0164410058027,0.334807994872094,221.046941819169,70.3614268917345,0.629350866652366
"PARL 319-3-4",1350,16.1,51.3,115.3,27.9,319,"O. cochinillifera",1,"Year 1",3.18633540372671,83.8509316770186,11.7085862966175,26.3157894736842,48.3870967741936,7.16149068322981,"610.738",92.7835051546392,46.2471734892787,0.27275048648839,224.332894824156,71.4073782187574,0.619318111177428
"PARL 319-3-5",1221.7,17.7,43.5,105.9,18.7,319,"O. cochinillifera",1,"Year 1",2.45762711864407,69.0225988700565,11.5363550519358,28.0850574712644,65.331550802139,5.98305084745763,"659.612",83.9656357388316,36.2979310344828,0.177720107650903,199.528850073793,63.5120055573717,0.599735652099827
"PARL 319-3-6",961.6,15.3,46.1,104,25.1,319,"O. cochinillifera",1,"Year 1",3.01307189542484,62.8496732026144,9.24615384615385,20.8590021691974,38.3107569721116,6.79738562091503,"528.504",66.0893470790378,41.022125813449,0.251631317043152,203.414958094667,64.7489921591938,0.622586463069172
"PARL 319-3-7",1253.9,17.1,46.6,105.5,22.1,319,"O. cochinillifera",1,"Year 1",2.72514619883041,73.327485380117,11.885308056872,26.9077253218884,56.737556561086,6.16959064327485,"664.208",86.1786941580756,40.3251072961373,0.214469316285867,209.331391410682,66.6322513746288,0.631585321086529
"PARL 319-3-8",1310.2,18.7,48.6,108.2,24.7,319,"O. cochinillifera",1,"Year 1",2.59893048128342,70.0641711229947,12.1090573012939,26.9588477366255,53.0445344129555,5.78609625668449,"659.167",90.0481099656357,41.4047325102881,0.19738413746967,220.346171883675,70.1383648933267,0.648228880714665
"PARL 319-4-1",1220.6,15.4,54.1,117.6,29.2,319,"O. cochinillifera",1,"Year 1",3.51298701298701,79.2597402597403,10.3792517006803,22.5619223659889,41.8013698630137,7.63636363636364,"606.361",83.8900343642612,49.7162661737523,0.310064696444283,233.247736266779,74.2450603837054,0.631335547480488
"PARL 319-4-2",1009.1,17.1,46.4,105.5,20.6,319,"O. cochinillifera",1,"Year 1",2.71345029239766,59.0116959064327,9.56492890995261,21.7478448275862,48.9854368932039,6.16959064327485,"575.986",69.3539518900344,40.0980603448276,0.212905945811892,208.603447292784,66.4005395653125,0.629389000619076
"PARL 319-4-3",1064.7,16.4,47.2,106,20.1,319,"O. cochinillifera",1,"Year 1",2.87804878048781,64.9207317073171,10.0443396226415,22.5572033898305,52.9701492537313,6.46341463414634,"587.955",73.1752577319588,41.5016949152542,0.234523950793086,209.916375644711,66.8184576395819,0.630362807920584
"PARL 319-4-4",729.7,14.1,38.6,78,23.6,319,"O. cochinillifera",1,"Year 1",2.73758865248227,51.7517730496454,9.35512820512821,18.9041450777202,30.9194915254237,5.53191489361702,"393.432",50.1512027491409,33.449481865285,0.216127952068383,173.245419716669,55.145729831876,0.706996536306102
"PARL 319-4-5",495.2,11,35.1,80,21.1,319,"O. cochinillifera",1,"Year 1",3.19090909090909,45.0181818181818,6.19,14.1082621082621,23.4691943127962,7.27272727272727,"297.914",34.0343642611684,31.6527065527066,0.273295344930619,153.456837740359,48.846828555258,0.610585356940725
"PARL 319-4-7",1139.2,18.6,41.4,101.1,23.1,319,"O. cochinillifera",1,"Year 1",2.2258064516129,61.247311827957,11.2680514342235,27.5169082125604,49.3160173160173,5.43548387096774,"609.833",78.2955326460481,33.0434782608696,0.1444,194.231434691305,61.8257858699035,0.611531017506464
"PARL 319-4-8",1410.1,16.2,61.3,123.6,20.7,319,"O. cochinillifera",1,"Year 1",3.78395061728395,87.0432098765432,11.4085760517799,23.0032626427406,68.1207729468599,7.62962962962963,"689.465",96.914089347079,57.0187601957586,0.338648907388137,261.770572189578,83.3241610399304,0.674143697734065
"PARL 325-1-1",513.6,17.8,28.4,66.4,16,325,"O. crassa",1,"Year 1",1.59550561797753,28.8539325842697,7.73493975903614,18.0845070422535,32.1,3.73033707865169,"460.352",34.1395894428153,17.243661971831,0.0526414422518318,146.714246314574,46.7005950459325,0.703322214547177
