"completeID","fresh_weight","width","height","diameter","thickness","accession","species","pad_id","dataset","H_div_W","FW_div_W","FW_div_D","FW_div_H","FW_div_T","D_div_W","Area","dry_weight","Eccentricity","PartRatio","Pade_Peri","Pade_Derived_Diam","diamRatio"
"PARL 325-1-2",1813.7,23.9,48.7,113.3,25,325,"O. crassa",1,"Year 1",2.03765690376569,75.8870292887029,16.0079435127979,37.2422997946612,72.548,4.74058577405858,"821.59",120.558748778104,36.970841889117,0.116689054329926,233.648121424405,74.3725069376588,0.656421067410934
"PARL 325-1-4",1390,24.3,35.6,92.8,22,325,"O. crassa",1,"Year 1",1.46502057613169,57.201646090535,14.9784482758621,39.0449438202247,63.1818181818182,3.81893004115226,"691.811",92.3949169110459,19.013202247191,0.0355879721628424,189.5539384073,60.336892560117,0.650182031897812
"PARL 325-1-5",1284.8,22.1,42.7,103.6,20,325,"O. crassa",1,"Year 1",1.93212669683258,58.1357466063348,12.4015444015444,30.0889929742389,64.24,4.68778280542986,"740.908",85.4021505376344,31.2618266978923,0.101061194939796,207.862527491193,66.1646974675967,0.638655380961359
"PARL 325-1-6",1781.3,26.4,44.9,108.6,29,325,"O. crassa",1,"Year 1",1.70075757575758,67.4734848484848,16.402394106814,39.6726057906459,61.4241379310345,4.11363636363636,"879.41",118.405083088954,29.3775055679287,0.0673231451957142,227.111136199496,72.2917199147331,0.665669612474522
"PARL 325-1-7",1251.5,23.2,37.1,92.1,22,325,"O. crassa",1,"Year 1",1.59913793103448,53.9439655172414,13.5884907709012,33.733153638814,56.8863636363636,3.9698275862069,"665.612",83.188660801564,22.5921832884097,0.0531367485403277,191.510245513496,60.9596044524306,0.66188495605245
"PARL 325-1-8",1670.5,21.2,46.8,105.8,28,325,"O. crassa",1,"Year 1",2.20754716981132,78.7971698113208,15.789224952741,35.6944444444444,59.6607142857143,4.99056603773585,"794.164",111.040078201369,37.1965811965812,0.141730103806228,220.004349589231,70.0295594776869,0.661905099032957
"PARL 325-2-1",1926.8,29.2,43.6,113.2,19.5,325,"O. crassa",1,"Year 1",1.49315068493151,65.986301369863,17.0212014134276,44.1926605504587,98.8102564102564,3.87671232876712,"917.977",128.076637341153,24.0440366972477,0.0391257094553798,230.543535625513,73.3842865853658,0.648271082909592
"PARL 325-2-2",1667.6,27.4,42,104.4,19.8,325,"O. crassa",1,"Year 1",1.53284671532847,60.8613138686131,15.9731800766284,39.7047619047619,84.2222222222222,3.81021897810219,"832.178",110.847311827957,24.1247619047619,0.0442574890581269,220.008474568125,70.0308724992494,0.670793797885531
"PARL 325-2-3",1693.9,23.2,40.5,101.5,27.4,325,"O. crassa",1,"Year 1",1.74568965517241,73.0129310344828,16.6886699507389,41.8246913580247,61.8211678832117,4.375,"735.817",112.59550342131,27.2101234567901,0.0737587149338663,203.174014639902,64.6722974755311,0.637165492369765
"PARL 325-2-4",835.2,17.3,35.1,82.4,22.2,325,"O. crassa",1,"Year 1",2.02890173410405,48.2774566473988,10.1359223300971,23.7948717948718,37.6216216216216,4.76300578034682,"427.856",55.516715542522,26.5732193732194,0.115392459646874,168.592603672889,53.6646924865463,0.651270539885271
"PARL 325-2-5",1165.9,20.5,43.2,100.5,22.9,325,"O. crassa",1,"Year 1",2.10731707317073,56.8731707317073,11.6009950248756,26.9884259259259,50.9126637554585,4.90243902439024,"658.074",77.4987292277615,33.4719907407407,0.126990972696288,205.450799830218,65.3970207103256,0.650716623983339
"PARL 325-2-6",1611.4,26.6,44.2,108.8,21.2,325,"O. crassa",1,"Year 1",1.66165413533835,60.5789473684211,14.8106617647059,36.4570135746606,76.0094339622642,4.09022556390977,"822.722",107.111632453568,28.1918552036199,0.0617957802674838,225.260504300175,71.702645485492,0.659031668065184
"PARL 325-2-7",1239.9,22.8,36.4,91.3,22.2,325,"O. crassa",1,"Year 1",1.59649122807018,54.3815789473684,13.5805038335159,34.0631868131868,55.8513513513514,4.00438596491228,"610.439",82.4175953079179,22.1186813186813,0.0527757487216946,188.00268598626,59.8431135785334,0.65545578946915
"PARL 325-2-8",2069.6,25,43.5,108,27.3,325,"O. crassa",1,"Year 1",1.74,82.784,19.162962962963,47.5770114942529,75.8095238095238,4.32,"873.882",137.56871945259,29.132183908046,0.0729394213863285,218.446666816174,69.5337336514849,0.643830867143379
"PARL 325-3-1",1826.1,26.1,48.4,117.3,19.6,325,"O. crassa",1,"Year 1",1.8544061302682,69.9655172413793,15.5677749360614,37.7293388429752,93.1683673469388,4.49425287356322,"873.507",121.382991202346,34.3254132231405,0.0895977658664024,238.405830303049,75.8869327093156,0.646947422926817
"PARL 325-3-2",2529.6,28.5,48.8,118.7,27.7,325,"O. crassa",1,"Year 1",1.71228070175439,88.7578947368421,21.3108677337826,51.8360655737705,91.3212996389892,4.16491228070175,"1003.913",168.145454545455,32.1555327868852,0.0689656903681662,246.306728922638,78.4018668496667,0.660504354251615
"PARL 325-3-3",1957.9,25.4,44.6,110.7,27,325,"O. crassa",1,"Year 1",1.75590551181102,77.0826771653543,17.6865401987353,43.8991031390135,72.5148148148148,4.35826771653543,"876.808",130.143890518084,30.1345291479821,0.0752326530612245,223.336510721554,71.0902193084628,0.642188069633811
"PARL 325-3-4",2055.9,26.3,43.6,112.4,20.5,325,"O. crassa",1,"Year 1",1.65779467680608,78.171102661597,18.2909252669039,47.1536697247706,100.287804878049,4.27376425855513,"921.74",136.658064516129,27.7355504587156,0.0612544796265255,222.372117954936,70.7832435566843,0.629744159756978
"PARL 325-3-6",1966.4,25.4,40,106.4,26.4,325,"O. crassa",1,"Year 1",1.5748031496063,77.4173228346457,18.4812030075188,49.16,74.4848484848485,4.18897637795276,"860.859",130.70889540567,23.871,0.0498368076013055,207.566294362011,66.0704035339629,0.620962439228975
"PARL 325-3-7",1256,18.3,39.1,94.6,25.8,325,"O. crassa",1,"Year 1",2.13661202185792,68.6338797814208,13.276955602537,32.1227621483376,48.6821705426357,5.16939890710382,"586.023",83.4877810361681,30.5350383631714,0.131311537107407,185.300484757281,58.9829762128915,0.623498691468198
"PARL 325-3-8",1758.2,25.3,42.8,105.6,26.3,325,"O. crassa",1,"Year 1",1.69169960474308,69.4940711462451,16.6496212121212,41.0794392523364,66.851711026616,4.17391304347826,"804.08",116.869599217986,27.8446261682243,0.0660361694924756,216.860369526639,69.0287995417993,0.653681813842797
"PARL 325-4-1",1272.3,20.8,40.7,96.3,22.4,325,"O. crassa",1,"Year 1",1.95673076923077,61.1682692307692,13.2118380062305,31.2604422604423,56.7991071428571,4.62980769230769,"613.783",84.5712609970674,30.0700245700246,0.10470222751008,197.427473705976,62.8431166849024,0.652576497247169
"PARL 325-4-2",1678.5,22.3,40.6,99.4,39.8,325,"O. crassa",1,"Year 1",1.82062780269058,75.2690582959641,16.8863179074447,41.3423645320197,42.1733668341709,4.45739910313901,"690.986",111.571847507331,28.3514778325123,0.0846449179938378,201.077169986582,64.0048510925875,0.643911982822812
"PARL 325-4-3",1226.1,23.8,39.7,101.3,18.3,325,"O. crassa",1,"Year 1",1.66806722689076,51.5168067226891,12.1036525172754,30.8841309823678,67,4.2563025210084,"723.111",81.500293255132,25.4319899244332,0.0626970053940108,202.072174652432,64.3215709145267,0.634961213371439
"PARL 325-4-4",1250.7,23.3,32.1,91.6,18.9,325,"O. crassa",1,"Year 1",1.37768240343348,53.6781115879828,13.6539301310044,38.9626168224299,66.1746031746032,3.931330472103,"668.276",83.1354838709677,15.18753894081,0.0252316594768601,174.941903605382,55.6857374254049,0.607922897657259
"PARL 325-4-5",1244.2,23.9,38.8,94.4,23.9,325,"O. crassa",1,"Year 1",1.6234309623431,52.0585774058577,13.1800847457627,32.0670103092784,52.0585774058577,3.94979079497908,"641.542",82.7034213098729,24.0780927835052,0.0564725573539474,199.269747275817,63.4295305752379,0.671922993381758
"PARL 325-4-6",1191.4,19.7,42.9,98.9,23.1,325,"O. crassa",1,"Year 1",2.17766497461929,60.4771573604061,12.046511627907,27.7715617715618,51.5757575757576,5.02030456852792,"591.612",79.1937438905181,33.8536130536131,0.137349569761863,202.345546299791,64.4085878124835,0.651249623988711
"PARL 325-4-7",1490.1,20.4,46.8,106,23.4,325,"O. crassa",1,"Year 1",2.29411764705882,73.0441176470588,14.0575471698113,31.8397435897436,63.6794871794872,5.19607843137255,"666.627",99.0486803519061,37.9076923076923,0.154336734693878,217.999021686145,69.3912437810945,0.654634375293344
"PARL 325-4-8",2437.8,29.8,48.1,122.8,25.6,325,"O. crassa",1,"Year 1",1.61409395973154,81.8053691275168,19.8517915309446,50.6819126819127,95.2265625,4.12080536912752,"1073.268",162.043401759531,29.6376299376299,0.055185790017484,247.511774886334,78.7854448932171,0.641575284146719
"PARL 326-1-1",1298.5,19.4,33.6,83.1,32.7,326,"O. ficus-indica",1,"Year 1",1.7319587628866,66.9329896907217,15.6257521058965,38.6458333333333,39.7094801223242,4.28350515463918,"507.246",110.462673611111,22.3988095238095,0.0717835528657886,168.976582461391,53.7869167310111,0.64725531565597
"PARL 326-1-2",455.9,14,25.2,62.7,20.4,326,"O. ficus-indica",1,"Year 1",1.8,32.5642857142857,7.27113237639553,18.0912698412698,22.3480392156863,4.47857142857143,"286.875",38.7831597222222,17.4222222222222,0.0816326530612245,125.235009646071,39.8635416666667,0.63578216374269
"PARL 326-1-3",542.4,14.6,27.9,68.1,21.2,326,"O. ficus-indica",1,"Year 1",1.91095890410959,37.1506849315069,7.9647577092511,19.4408602150538,25.5849056603774,4.66438356164384,"315.331",46.1416666666667,20.2598566308244,0.0979321799307958,136.240343827226,43.3666483372847,0.636808345628263
"PARL 326-1-4",908.7,17.1,32.3,78.9,26.6,326,"O. ficus-indica",1,"Year 1",1.88888888888889,53.140350877193,11.5171102661597,28.1331269349845,34.1616541353383,4.6140350877193,"427.512",77.3026041666667,23.2470588235294,0.0946745562130177,158.251541939056,50.3730303030303,0.638441448707608
"PARL 326-1-5",1163,18.4,34.4,83.8,26.3,326,"O. ficus-indica",1,"Year 1",1.8695652173913,63.2065217391304,13.8782816229117,33.8081395348837,44.2205323193916,4.55434782608696,"513.085",98.9357638888889,24.5581395348837,0.0918273645546373,169.042782072864,53.8079887218045,0.642100104078813
"PARL 326-1-6",1445.3,19.3,38.9,94.7,29.7,326,"O. ficus-indica",1,"Year 1",2.01554404145078,74.8860103626943,15.2618796198522,37.1542416452442,48.6632996632997,4.90673575129534,"600.335",122.950868055556,29.3244215938303,0.113413870880127,187.175742369875,59.5798892501215,0.629143497889351
"PARL 326-1-7",855.3,17.4,28.1,72.6,25.5,326,"O. ficus-indica",1,"Year 1",1.61494252873563,49.1551724137931,11.7809917355372,30.4377224199288,33.5411764705882,4.17241379310345,"392.06",72.7598958333333,17.3256227758007,0.0553024996981041,144.570695527828,46.0182816389743,0.63386062863601
"PARL 326-1-8",1041.3,17.2,35.5,82.6,25.9,326,"O. ficus-indica",1,"Year 1",2.06395348837209,60.5406976744186,12.6065375302663,29.3323943661972,40.2046332046332,4.80232558139535,"473.683",88.5828125,27.1664788732394,0.120581574124416,169.74310627851,54.0309088399957,0.654127225665807
"PARL 326-2-1",892.1,18.2,34.8,82.8,20.3,326,"O. ficus-indica",1,"Year 1",1.91208791208791,49.0164835164835,10.774154589372,25.6350574712644,43.9458128078818,4.54945054945055,"478.74",75.8904513888889,25.2816091954023,0.0980989676041296,169.905650805734,54.0826483699559,0.653172081762753
"PARL 326-2-2",744.8,16.4,28.7,69.1,26.8,326,"O. ficus-indica",1,"Year 1",1.75,45.4146341463415,10.7785817655572,25.9512195121951,27.7910447761194,4.21341463414634,"362.016",63.3597222222222,19.3285714285714,0.0743801652892562,143.867044723636,45.794302631579,0.662725074263082
"PARL 326-2-3",893.1,17.5,30.5,80.4,21.6,326,"O. ficus-indica",1,"Year 1",1.74285714285714,51.0342857142857,11.1082089552239,29.2819672131148,41.3472222222222,4.59428571428571,"474.086",75.9755208333333,20.4590163934426,0.0733506944444444,153.085188079706,48.7285287940754,0.606076228782032
"PARL 326-2-4",592,15.4,28.2,66.1,21.3,326,"O. ficus-indica",1,"Year 1",1.83116883116883,38.4415584415584,8.95612708018154,20.9929078014184,27.7934272300469,4.29220779220779,"322.372",50.3611111111111,19.7900709219858,0.0861880313104957,139.424233284203,44.380111827957,0.671408650952451
"PARL 326-2-5",1177.3,19.6,33,86.2,24.6,326,"O. ficus-indica",1,"Year 1",1.68367346938776,60.0663265306122,13.6577726218097,35.6757575757576,47.8577235772358,4.39795918367347,"552.097",100.152256944444,21.3587878787879,0.0648990154549003,167.462097812424,53.3048412947716,0.61838562986974
"PARL 326-2-6",783.5,16.1,29.7,70.8,31.9,326,"O. ficus-indica",1,"Year 1",1.84472049689441,48.6645962732919,11.066384180791,26.3804713804714,24.5611285266458,4.39751552795031,"349.345",66.6519097222222,20.9723905723906,0.0881752826986518,146.520098710676,46.6387959442332,0.658740055709508
"PARL 326-2-7",607.4,14.3,24.5,63.6,26,326,"O. ficus-indica",1,"Year 1",1.71328671328671,42.4755244755245,9.55031446540881,24.7918367346939,23.3615384615385,4.44755244755245,"299.438",51.6711805555556,16.1534693877551,0.0691093633754916,123.635003942202,39.3542440331749,0.618777421905266
"PARL 326-2-8",809.7,18.1,31.6,76.9,24.4,326,"O. ficus-indica",1,"Year 1",1.74585635359116,44.7348066298343,10.5292587776333,25.623417721519,33.1844262295082,4.24861878453039,"421.613",68.8807291666667,21.2325949367089,0.0737827366614172,158.521175804806,50.4588574281484,0.656161995164478
"PARL 326-3-1",695.9,15.5,31.4,73.9,21.6,326,"O. ficus-indica",1,"Year 1",2.0258064516129,44.8967741935484,9.41677943166441,22.1624203821656,32.2175925925926,4.76774193548387,"370.314",59.1998263888889,23.7487261146497,0.114934011029228,150.882268864481,48.0273178294052,0.649896046406024
"PARL 326-3-2",1097,18.9,36.6,88.2,22.7,326,"O. ficus-indica",1,"Year 1",1.93650793650794,58.042328042328,12.437641723356,29.9726775956284,48.3259911894273,4.66666666666667,"528.902",93.3211805555556,26.8401639344262,0.101709276844412,178.054567634183,56.6765291581409,0.642591033539012
"PARL 326-3-3",1094.5,19.9,32.1,81.1,29.1,326,"O. ficus-indica",1,"Year 1",1.61306532663317,55,13.4956843403206,34.0965732087227,37.6116838487972,4.07537688442211,"498.697",93.1085069444444,19.7632398753894,0.0550443786982249,165.2148455166,52.5895186722614,0.648452757981029
"PARL 326-3-4",628.1,16.5,25.1,65.8,24.1,326,"O. ficus-indica",1,"Year 1",1.52121212121212,38.0666666666667,9.54559270516717,25.0239043824701,26.0622406639004,3.98787878787879,"323.897",53.4321180555556,14.2533864541833,0.0427376109467456,131.837039291806,41.9650329717827,0.637766458537731
"PARL 326-3-5",785,16.3,29.9,74.2,23.4,326,"O. ficus-indica",1,"Year 1",1.83435582822086,48.159509202454,10.5795148247978,26.2541806020067,33.5470085470086,4.5521472392638,"387.221",66.7795138888889,21.0140468227425,0.0866550476940087,147.752905748126,47.0312106120103,0.633843808787201
"PARL 326-3-6",913.3,18.7,30.9,80.3,24.8,326,"O. ficus-indica",1,"Year 1",1.6524064171123,48.8395721925134,11.373599003736,29.5566343042071,36.8266129032258,4.29411764705882,"476.175",77.6939236111111,19.5831715210356,0.0605001300728408,157.767326332429,50.2188996883964,0.625391029743417
"PARL 326-3-7",953,19.4,34.8,82.7,21.4,326,"O. ficus-indica",1,"Year 1",1.79381443298969,49.1237113402062,11.5235792019347,27.3850574712644,44.5327102803738,4.26288659793815,"501.636",81.0711805555556,23.9850574712644,0.0807314715213573,173.124095545464,55.1071111487484,0.666349590674104
"PARL 326-4-1",1224.1,19.2,35.9,88.6,28,326,"O. ficus-indica",1,"Year 1",1.86979166666667,63.7552083333333,13.8160270880361,34.0974930362117,43.7178571428571,4.61458333333333,"527.801",104.133506944444,25.6314763231198,0.0918606987460516,176.407615919609,56.1522881453247,0.63377300389757
"PARL 326-4-3",906.6,18,32.9,79.1,27,326,"O. ficus-indica",1,"Year 1",1.82777777777778,50.3666666666667,11.4614412136536,27.5562310030395,33.5777777777778,4.39444444444444,"426.017",77.1239583333333,23.0519756838906,0.085691347493641,162.751349876181,51.8053636553456,0.654935065175039
"PARL 326-4-4",1073.4,18.5,33.7,80.6,30.6,326,"O. ficus-indica",1,"Year 1",1.82162162162162,58.0216216216216,13.317617866005,31.8516320474777,35.078431372549,4.35675675675676,"453.161",91.3135416666667,23.5442136498516,0.0847902996139223,166.876728264452,53.118512380581,0.659038615143685
"PARL 326-4-6",924.8,17.6,31.4,77.3,27.1,326,"O. ficus-indica",1,"Year 1",1.78409090909091,52.5454545454545,11.9637774902975,29.4522292993631,34.1254612546125,4.39204545454545,"428.388",78.6722222222222,21.5350318471338,0.079316951270304,156.468349258359,49.8054224437938,0.644313356323336
"PARL 326-4-7",1233.6,19.5,36.7,90.5,24.1,326,"O. ficus-indica",1,"Year 1",1.88205128205128,63.2615384615385,13.6309392265193,33.6130790190736,51.1867219917012,4.64102564102564,"555.781",104.941666666667,26.3389645776567,0.0936664935854409,179.997238301122,57.2949004370267,0.633092822508582
"PARL 326-4-8",783.5,17.2,31.7,74.3,25.4,326,"O. ficus-indica",1,"Year 1",1.84302325581395,45.5523255813954,10.5450874831763,24.7160883280757,30.8464566929134,4.31976744186047,"382.306",66.6519097222222,22.3675078864353,0.0879261963608382,156.429271430313,49.7929835847963,0.670161286471014
"PARL 390-1-1",1016,21.9,34.3,89.9,18.5,390,"O. robusta",1,"Year 1",1.5662100456621,46.3926940639269,11.301446051168,29.6209912536443,54.9189189189189,4.10502283105023,"595.133",84.9051643192488,20.3172011661808,0.0486822608629577,178.324921343763,56.7625854166667,0.631396945680386
"PARL 390-1-2",1196.1,25,28.5,82.5,25.1,390,"O. robusta",1,"Year 1",1.14,47.844,14.4981818181818,41.9684210526316,47.6533864541833,3.3,"573.089",99.9557746478873,6.57017543859649,0.00427984976853874,168.221478726456,53.5465597470872,0.649049209055603
"PARL 390-1-3",1043,22.1,29.1,80.8,26.1,390,"O. robusta",1,"Year 1",1.31674208144796,47.1945701357466,12.9084158415842,35.8419243986254,39.9616858237548,3.65610859728507,"549.63",87.1615023474179,12.3161512027491,0.0186920166015625,161.46312724265,51.3953096554869,0.636080565043155
"PARL 390-1-4",1162.8,25.1,33.4,92.3,20.6,390,"O. robusta",1,"Year 1",1.33067729083665,46.3266932270916,12.5980498374865,34.814371257485,56.4466019417476,3.67729083665339,"679.157",97.1729577464789,14.5374251497006,0.0201300314120827,184.538444484657,58.740411260445,0.636407489278928
"PARL 390-1-5",421.5,17.5,23.7,66.6,13.9,390,"O. robusta",1,"Year 1",1.35428571428571,24.0857142857143,6.32882882882883,17.7848101265823,30.3237410071942,3.80571428571429,"362.294",35.2239436619718,10.77805907173,0.0226458667169384,130.032394374935,41.3905966536914,0.621480430235607
"PARL 390-1-6",1512,29.5,38.8,107.2,21.5,390,"O. robusta",1,"Year 1",1.31525423728814,51.2542372881356,14.1044776119403,38.9690721649485,70.3255813953488,3.63389830508475,"939.224",126.354929577465,16.3708762886598,0.0185406301113209,215.382628899262,68.5584200908897,0.639537500847851
"PARL 390-1-7",850.3,23.5,30.1,84.5,15.7,390,"O. robusta",1,"Year 1",1.28085106382979,36.1829787234043,10.0627218934911,28.2491694352159,54.1592356687898,3.59574468085106,"590.339",71.0579342723005,11.7528239202658,0.0151620628202272,168.909944052346,53.7657050666126,0.636280533332694
"PARL 390-1-8",1615.4,24.2,35.6,95.4,33.4,390,"O. robusta",1,"Year 1",1.47107438016529,66.7520661157025,16.9329140461216,45.376404494382,48.3652694610779,3.94214876033058,"712.298",134.995868544601,19.1494382022472,0.0363418753705216,189.266781513217,60.2454876818445,0.63150406375099
"PARL 390-2-1",1539.5,27.8,34.8,95.7,23.8,390,"O. robusta",1,"Year 1",1.25179856115108,55.3776978417266,16.0867293625914,44.2385057471264,64.6848739495798,3.44244604316547,"714.156",128.653051643192,12.5919540229885,0.0125039553328093,197.164765871677,62.7594941840671,0.655794087607807
"PARL 390-2-2",1337.4,23.7,36,94.9,22.7,390,"O. robusta",1,"Year 1",1.51898734177215,56.4303797468354,14.0927291886196,37.15,58.9162995594714,4.0042194092827,"642.052",111.763943661972,20.3975,0.0424484230196207,189.187572483264,60.2202746645355,0.634565591828614
"PARL 390-2-3",1309.4,25.5,36,100.4,24.2,390,"O. robusta",1,"Year 1",1.41176470588235,51.3490196078431,13.0418326693227,36.3722222222222,54.1074380165289,3.93725490196078,"652.624",109.424037558685,17.9375,0.0291493158834027,194.360321444843,61.8668117977528,0.616203304758494
"PARL 390-2-4",1869.8,24,34.3,93.4,32.1,390,"O. robusta",1,"Year 1",1.42916666666667,77.9083333333333,20.0192719486081,54.5131195335277,58.2492211838006,3.89166666666667,"652.724",156.25558685446,17.5069970845481,0.0312131313458217,184.32521679658,58.672538779322,0.628185640035567
"PARL 390-2-5",2263.4,33.4,38.7,109.9,25.9,390,"O. robusta",1,"Year 1",1.15868263473054,67.7664670658683,20.5950864422202,58.4857881136951,87.3899613899614,3.29041916167665,"944.334",189.147981220657,9.87416020671835,0.00540357532399331,226.757783004975,72.1792440996025,0.656772011825318
"PARL 390-2-6",1506.3,26.5,33,99.5,21.3,390,"O. robusta",1,"Year 1",1.24528301886792,56.8415094339623,15.1386934673367,45.6454545454545,70.7183098591549,3.75471698113208,"360.734",125.878591549296,11.719696969697,0.0119341854388814,187.379249059538,59.6446674413457,0.599443893882871
"PARL 390-2-7",1160.9,21.6,31.1,82.5,27,390,"O. robusta",1,"Year 1",1.43981481481481,53.7453703703704,14.0715151515152,37.3279742765273,42.9962962962963,3.81944444444444,"525.266",97.0141784037559,16.0980707395498,0.0324957062460168,166.66370662279,53.050705486069,0.643038854376593
"PARL 390-2-8",1619.8,25.8,34.6,94.6,28.2,390,"O. robusta",1,"Year 1",1.34108527131783,62.7829457364341,17.122621564482,46.8150289017341,57.4397163120567,3.66666666666667,"712.049",135.363568075117,15.3618497109827,0.0212271391605631,190.574727705239,60.6618198853616,0.641245453333632
"PARL 390-3-1",1214,24.6,35.8,92.9,20.1,390,"O. robusta",1,"Year 1",1.45528455284553,49.349593495935,13.0678148546825,33.9106145251397,60.3980099502487,3.77642276422764,"621.012",101.451643192488,18.8960893854749,0.0343844568220692,191.08898182237,60.8255120548551,0.654741787458074
"PARL 390-3-2",1859.8,28.7,36.7,102.8,25.2,390,"O. robusta",1,"Year 1",1.2787456445993,64.801393728223,18.091439688716,50.6757493188011,73.8015873015873,3.58188153310105,"814.715",155.419906103286,14.2561307901907,0.0149631998802944,206.086979958482,65.5995231345455,0.638127656950832
"PARL 390-3-3",1407.3,22.8,34.5,93.9,24,390,"O. robusta",1,"Year 1",1.51315789473684,61.7236842105263,14.9872204472843,40.7913043478261,58.6375,4.11842105263158,"653.365",117.605352112676,19.4321739130435,0.0416929360489022,181.553827014661,57.7903780132684,0.615445985231826
"PARL 390-3-4",934.5,22.5,27.7,78.1,19.9,390,"O. robusta",1,"Year 1",1.23111111111111,41.5333333333333,11.9654289372599,33.7364620938628,46.9597989949749,3.47111111111111,"494.991",78.0943661971831,9.42382671480144,0.0107299884128823,158.052604779258,50.3097066383372,0.644170379492153
"PARL 390-3-5",1748.1,26.8,36.5,98.3,26.7,390,"O. robusta",1,"Year 1",1.36194029850746,65.2276119402985,17.7833163784334,47.8931506849315,65.4719101123596,3.66791044776119,"778.468",146.085352112676,16.8221917808219,0.0234820521651455,199.816950470456,63.6037107618428,0.647036732063508
"PARL 390-3-6",2064.4,30.7,37.2,105.7,27,390,"O. robusta",1,"Year 1",1.21172638436482,67.2442996742671,19.5307473982971,55.494623655914,76.4592592592593,3.44299674267101,"844.605",172.5179342723,11.864247311828,0.00916404397873509,213.712125813164,68.0266824436843,0.643582615361251
"PARL 390-3-8",1323.7,24.4,36.5,96,18.9,390,"O. robusta",1,"Year 1",1.49590163934426,54.25,13.7885416666667,36.2657534246575,70.037037037037,3.9344262295082,"701.562",110.619061032864,20.1887671232877,0.0394762740609522,192.872430133327,61.3932012837306,0.639512513372193
"PARL 390-4-1",2169.4,29.2,36.7,104.9,26.3,390,"O. robusta",1,"Year 1",1.25684931506849,74.2945205479452,20.6806482364156,59.1117166212534,82.4866920152091,3.59246575342466,"867.278",181.292582159624,13.4673024523161,0.0129524432337588,207.577416577295,66.0739438450441,0.629875537131021
"PARL 390-4-2",772.7,21.3,29.3,81.6,18.3,390,"O. robusta",1,"Year 1",1.37558685446009,36.2769953051643,9.46936274509804,26.3720136518771,42.224043715847,3.83098591549296,"502.354",64.5730516431925,13.8156996587031,0.0249964848693153,159.776792380941,50.8585325975884,0.623266330852799
"PARL 390-4-3",1380.5,26.4,27.1,86.2,27,390,"O. robusta",1,"Year 1",1.02651515151515,52.2916666666667,16.0150812064965,50.9409594095941,51.1296296296296,3.26515151515152,"582.549",115.365727699531,1.3819188191882,0.000171193990741551,168.08105182737,53.5018604768219,0.620671235229952
"PARL 390-4-4",657.8,20.3,22.4,70.6,20.7,390,"O. robusta",1,"Year 1",1.10344827586207,32.4039408866995,9.31728045325779,29.3660714285714,31.7777777777778,3.47783251231527,"385.908",54.9710798122066,4.003125,0.00241870464928782,134.211952034074,42.7209911764706,0.605113189468422
"PARL 390-4-5",1633.9,25.7,34.1,92.6,29.9,390,"O. robusta",1,"Year 1",1.32684824902724,63.5758754863813,17.6447084233261,47.9149560117302,54.6454849498328,3.60311284046693,"649.998",136.541877934272,14.7307917888563,0.0197313229158511,188.623931114951,60.0408620447392,0.648389438928069
"PARL 390-4-7",1590.8,32.7,34.7,105.1,21,390,"O. robusta",1,"Year 1",1.0611620795107,48.6483180428135,15.1360608943863,45.8443804034582,75.7523809523809,3.21406727828746,"876.922",132.940093896714,3.88472622478386,0.000880521973425847,211.781224763637,67.412057550377,0.641408730260485
"PARL 390-4-8",1194.9,23.3,33.4,90.7,23.9,390,"O. robusta",1,"Year 1",1.43347639484979,51.2832618025751,13.1742006615215,35.7754491017964,49.9958158995816,3.89270386266094,"604.245",99.8554929577465,17.1458083832335,0.0317304791143709,179.2855656634,57.0683680007133,0.629199206182065
"PARL 572-1-1",854,19.2,35.5,84.4,17,572,"O. ficus-indica",1,"Year 1",1.84895833333333,44.4791666666667,10.1184834123223,24.056338028169,50.2352941176471,4.39583333333333,"513.687",53.5294117647059,25.1157746478873,0.0887974626431691,175.01505652195,55.7090227219515,0.660059510923596
"PARL 572-1-2",1193.4,21.7,45,105.1,17,572,"O. ficus-indica",1,"Year 1",2.07373271889401,54.9953917050691,11.3549000951475,26.52,70.2,4.84331797235023,"798.06",74.8032786885246,34.5357777777778,0.122028191301651,214.901636526594,68.4053154634906,0.650859328862898
"PARL 572-1-3",705.8,17.7,30.5,78,19,572,"O. ficus-indica",1,"Year 1",1.72316384180791,39.8757062146893,9.04871794871795,23.1409836065574,37.1473684210526,4.40677966101695,"462.863",44.2401157184185,20.2281967213115,0.0705222017527246,153.632828108039,48.9028480291638,0.626959590117485
"PARL 572-1-4",1051.8,20.8,41.3,96.3,21,572,"O. ficus-indica",1,"Year 1",1.98557692307692,50.5673076923077,10.9221183800623,25.4673123486683,50.0857142857143,4.62980769230769,"622.495",65.9276759884282,30.8244552058111,0.108974408841384,199.532314004103,63.5131081606343,0.659533833443762
"PARL 572-1-5",868.2,19.4,31.8,79.7,23.4,572,"O. ficus-indica",1,"Year 1",1.63917525773196,44.7525773195876,10.8933500627353,27.3018867924528,37.1025641025641,4.10824742268041,"484.885",54.4194792671167,19.9647798742138,0.05865478515625,162.794465806781,51.8190878823074,0.650176761384032
"PARL 572-1-7",527.1,14,28,68,19.8,572,"O. ficus-indica",1,"Year 1",2,37.65,7.75147058823529,18.825,26.6212121212121,4.85714285714286,"312.859",33.0390549662488,21,0.111111111111111,135.009944288021,42.975,0.631985294117647
