"accession","fresh_weight~width","fresh_weight~height","fresh_weight~diameter","fresh_weight~thickness","fresh_weight~D_div_W","fresh_weight~width+height","fresh_weight~width*height","fresh_weight~width+D_div_W","fresh_weight~width*D_div_W","fresh_weight~width+thickness","fresh_weight~width*thickness","fresh_weight~height+D_div_W","fresh_weight~height*D_div_W","fresh_weight~height+thickness","fresh_weight~height*thickness","fresh_weight~D_div_W+thickness","fresh_weight~D_div_W*thickness","fresh_weight~width+height+D_div_W","fresh_weight~width*height*D_div_W","fresh_weight~width+height+thickness","fresh_weight~width*height*thickness","fresh_weight~width+D_div_W+thickness","fresh_weight~width*D_div_W*thickness","fresh_weight~height+D_div_W+thickness","fresh_weight~height*D_div_W*thickness","fresh_weight~width+height+D_div_W+thickness","fresh_weight~width*height*D_div_W*thickness"
"242",0.755509141894615,0.483991650949553,0.643932053533415,0.427423528978889,0.162059828424462,0.822417826153165,0.935107521343056,0.900136292500726,0.899267195012016,0.864342135056461,0.873664510006508,0.653437562675317,0.944163565165727,0.733374182899516,0.743264692610118,0.532714472586197,0.593965179748117,0.898603609689236,0.970790710181074,0.9306824358226,0.978268925920614,0.952127736873996,0.977558485992895,0.859842473418188,0.972026966905931,0.951826474623885,0.986657841155669
"246",0.527926892608611,0.332010244576144,0.623260488007114,0.0328898189195469,0.0159629371647931,0.713194834120311,0.754142198468813,0.736586751301639,0.787259133118756,0.598448664264677,0.605236557708865,0.657002071489351,0.69329540048117,0.404676197142351,0.390176230565817,0.0529743903714155,0.0465956026630361,0.728301278579332,0.80339571931937,0.812934459499106,0.872027448145615,0.821718095434072,0.884520354054199,0.770201216150554,0.775066108450801,0.815973669455091,0.905954669722548
"319",0.490420066322535,0.260761967012654,-0.00145348044338034,0.0470332156307552,0.0464372170908949,0.573805251133915,0.58136463992397,0.512286533397437,0.587759404112503,0.569633818034326,0.56265590092716,0.335774516845835,0.362452332901641,0.30053828466267,0.469501819017699,0.146107832139841,0.1162095739709,0.567623839822783,0.721670613350417,0.64442617784949,0.826982793294045,0.569266163210891,0.76004025391581,0.429210047970179,0.668519113634586,0.631707506317649,0.87673196457786
"325",0.642021861794827,0.468901570975703,0.771186867212893,0.171497140820057,-0.00430687653810069,0.813649847744985,0.809156656915086,0.832620278081548,0.844222683231174,0.764374510491055,0.759986413441571,0.732467697532528,0.740455925429332,0.516613505879884,0.50828801838339,0.197619400830698,0.248259479506534,0.827148971963908,0.836057063354257,0.876030324708508,0.869461691815008,0.896525898283298,0.913127988321376,0.791411286506369,0.763716701106916,0.89272755207025,0.906815813646484
"326",0.68920170742216,0.690457566576373,0.863379813061951,0.214371791333118,-0.0258869207736345,0.836417016945359,0.837368494254643,0.879315886851398,0.878499119025666,0.692222175341443,0.758866466747199,0.753708581750366,0.760547506768945,0.813386732565734,0.809119504732199,0.294954808979737,0.270028893929333,0.875592527715984,0.872076201316012,0.872596852018939,0.9162229688783,0.944945650126812,0.954216875418583,0.815441402875434,0.822435815735036,0.947708095008478,0.954955061511204
"390",0.630357990209107,0.554642632518181,0.651120537023586,0.417363075347559,-0.032151624670899,0.760272343765718,0.751829304723641,0.7354037254936,0.730546963719555,0.825656470715985,0.83144860082492,0.666059478225212,0.683171253467385,0.727650382522945,0.71830640682704,0.397723247423788,0.388228538179553,0.7552634431841,0.725671391017141,0.899217333154277,0.923696116791502,0.906623795481307,0.925333118295159,0.800977178420974,0.845090513175131,0.908293053686842,0.922721766589462
"572",0.508067775263829,0.560647247644571,0.70095094298674,0.0865997552944129,-0.029773164546322,0.604637152822361,0.597821889280519,0.711706542408048,0.716423712960719,0.638627462825611,0.626865851669655,0.547981463856022,0.607879925674187,0.694852890508577,0.685151666189062,0.0582859431383919,0.0411189477557967,0.71481211534424,0.711898479312342,0.748118014568032,0.756206540721395,0.857516845724892,0.876791596667856,0.687315638724825,0.721276756593744,0.864387890209822,0.917625285797154
"580",0.444327177993492,0.233579174709958,0.138969503384855,0.141134979526959,-0.0329489328544834,0.580352921594819,0.571549180174321,0.475769443517422,0.474111895952915,0.591559603601659,0.577279563505275,0.27063796281767,0.287717898488802,0.488374327660375,0.510164335617019,0.125635664427885,0.356713427265744,0.565461672236544,0.502675147250906,0.816930098895271,0.830957653812319,0.687378248334793,0.671839678615271,0.499556449186687,0.757851564157404,0.817725098223775,0.882961332260649
"582",0.664724843290344,0.36272768555917,0.624631785433305,0.318724732855835,0.0252872019972524,0.76992414003122,0.762484113296002,0.814516803011318,0.812639014877151,0.769599343633528,0.767717938314752,0.587003014146248,0.574229212542014,0.524536902429441,0.531223770700375,0.350053190435485,0.326908947695478,0.807947071364606,0.851160878130369,0.841255383573717,0.82203651133845,0.868131948324457,0.883322534378088,0.708706129568478,0.680891200054004,0.863606084096528,0.923229143014916
"584",0.739342479318206,0.736217901992533,0.310049243560566,0.0213698700134948,-0.00296667161490105,0.872572090954843,0.877816065947827,0.757494582192215,0.824183128850279,0.789138753570449,0.782045483262961,0.727214339570872,0.718631357660666,0.771037592280352,0.763219396289169,0.00538467615715443,-0.0301114244726501,0.873624363268136,0.874377405688465,0.920066091470333,0.94732894810762,0.796421560956836,0.883675960313716,0.763886280095223,0.863702027688854,0.918178241372714,0.984041442312689
"585",0.552818068739455,0.532627544972496,0.391519282894623,0.367525504225866,-0.0153326813773307,0.63346110605255,0.622467768520873,0.564067320663999,0.740799995262503,0.765713121201256,0.768740599632808,0.529204605206663,0.515327052880098,0.80515667727295,0.799098728513504,0.387226985814488,0.392140578659111,0.620687329608862,0.729942093519858,0.862741236829959,0.855180601465591,0.803430454612743,0.859739457850346,0.798971415153881,0.859991567583932,0.86242271825484,0.879809289084091
"839",0.451812396433798,0.36830701360551,0.793882486789252,0.00970645229631584,-0.0239951585927378,0.517345537656365,0.508074057919306,0.735742210128617,0.790778790223685,0.550098845502906,0.603663004586196,0.367232622124802,0.368065124206517,0.579230958057228,0.607329934576014,-0.0107083381109343,-0.0224445971565785,0.790360106542183,0.839068261376637,0.723587698655618,0.83003221800094,0.868915128723594,0.930802136693285,0.607467820684826,0.641526381884397,0.870839664174355,0.920459700470427
"845",0.680890884254099,0.769534402738659,0.869790467649905,0.105373992046457,0.0391675263289081,0.827917199380079,0.841483716770375,0.853947117467734,0.888216257720935,0.748310487084877,0.76113040334581,0.793167184657495,0.795117720499239,0.826607482390364,0.830289399665751,0.137159975062009,0.138488431083088,0.849126121485627,0.890585762417079,0.886639836584144,0.903808149468542,0.910468515734135,0.930253968214792,0.85292654465117,0.86127615203985,0.907448887624578,0.937040562730662
"854",0.610933041042142,0.154080544426537,0.174510568757202,0.128602155187696,0.022004530300357,0.599221813764698,0.653536579311294,0.60092622632799,0.595548156851514,0.72270834306847,0.743984955916938,0.178633120722614,0.302987908957547,0.502177630805746,0.485762078224141,0.128602802254395,0.136911290072959,0.58906369094931,0.654614467757274,0.768455643004396,0.793781848469162,0.71281615678681,0.800661839122851,0.499166799545578,0.79538973413978,0.760073179485584,0.859954304901467
"All",0.536566469067781,0.369303881959856,0.486171453261173,0.349786383194126,0.0228730434206073,0.763339487085082,0.776290386692805,0.685906482986349,0.715458813591308,0.738024056209078,0.753351596359233,0.591066015667604,0.604128744456004,0.5746400522566,0.574197268184102,0.370668523872759,0.370522308827452,0.766165691100111,0.789217009722906,0.887910191665748,0.928960176703343,0.842054674274998,0.870425464685082,0.743063648801093,0.775096134146062,0.891600896946648,0.937524984728438
